rain_qy,inflow_qy,outflow_qy,reserve_qy,reserve_rt,tot_qy,valid_qy,unused_qy,maximum_use_qy,avg_hmd,avg_tmr,avg_wv,sun_sum,dam_nm_대청,dam_nm_안동,year_2019,year_2020,year_2021,year_2022,season_autumn,season_spring,season_summer,season_winter
0.5119250192092917,2.9766004212379644,3.472990772476034,874.813,0.5870000000000001,1490.0,790.0,450.0,790.0,0.43,-1.2,1.0296194171811583,9.6,1,0,0,0,1,0,0,0,0,1
0.0,3.743580684884023,4.609271763009167,1123.407,0.7540000000000001,1490.0,790.0,450.0,790.0,0.426,4.8,0.9932517730102834,10.4,1,0,0,1,0,0,0,1,0,0
0.0,2.6682693310903653,3.9516667060326975,865.0429,0.5806,1490.0,790.0,450.0,790.0,0.399,20.6,0.9932517730102834,12.8,1,0,0,0,0,1,0,1,0,0
0.0,2.8908716329378157,3.4616965054079585,1025.157,0.6729999999999999,1490.0,790.0,450.0,790.0,0.593,16.7,1.1314021114911006,9.2,1,0,0,1,0,0,1,0,0,0
0.0,3.216312542465036,3.449543002592437,932.001,0.626,1490.0,790.0,450.0,790.0,0.6779999999999999,1.9,0.5306282510621704,4.6,1,0,0,1,0,0,0,0,0,1
0.0,3.1512819742949567,3.786255679992657,1032.237,0.693,1490.0,790.0,450.0,790.0,0.3879999999999999,11.3,1.0647107369924282,7.2,1,0,0,1,0,0,0,1,0,0
0.0,3.217274543501227,4.171521629405638,964.974,0.648,1490.0,790.0,450.0,790.0,0.385,25.5,0.8754687373538999,17.6,1,0,1,0,0,0,0,1,0,0
0.0,4.433705479727221,3.739073394433185,1052.911,0.7070000000000001,1490.0,790.0,450.0,790.0,0.73,24.6,0.6931471805599453,9.1,1,0,0,0,1,0,1,0,0,0
0.0,2.976549454137217,3.5006203046532285,982.0027,0.659,1490.0,790.0,450.0,790.0,0.589,3.0,0.832909122935104,6.3,1,0,0,0,0,1,0,0,0,1
0.04926624130291806,4.778055696328649,3.454927704083123,861.801,0.578,1490.0,790.0,450.0,790.0,0.395,11.7,0.9555114450274365,11.8,1,0,0,0,1,0,0,1,0,0
0.0,5.472728552022459,4.829409137132785,1024.1755,0.6874,1490.0,790.0,450.0,790.0,0.615,22.8,0.6418538861723948,15.1,1,0,0,0,0,1,1,0,0,0
0.0,3.265454020628779,3.686326197326219,1005.5135,0.6748000000000001,1490.0,790.0,450.0,790.0,0.543,18.4,0.6931471805599453,13.1,1,0,0,0,0,1,1,0,0,0
0.0,3.13305646441721,3.4059527237460157,1107.167,0.743,1490.0,790.0,450.0,790.0,0.485,-2.4,0.7884573603642702,6.3,1,0,1,0,0,0,0,0,0,1
0.19177671556470977,3.5101414686513346,3.6974178976339913,1015.0097,0.6809999999999999,1490.0,790.0,450.0,790.0,0.7290000000000001,27.8,0.7419373447293773,11.6,1,0,0,0,0,1,1,0,0,0
1.8694918177684072,4.400455770142249,3.9273844125408455,839.847,0.564,1490.0,790.0,450.0,790.0,0.653,20.0,0.7884573603642702,11.9,1,0,0,0,1,0,0,1,0,0
0.05116828657439943,3.1153802358198868,3.393433991044321,1114.021,0.748,1490.0,790.0,450.0,790.0,0.6829999999999999,7.5,0.6418538861723948,6.4,1,0,1,0,0,0,1,0,0,0
0.2651296679812694,4.276624451481309,5.716596687480432,952.41,0.639,1490.0,790.0,450.0,790.0,0.649,30.7,0.9162907318741551,11.1,1,0,0,1,0,0,0,0,1,0
0.0,2.722938813595961,3.393366802546967,1125.29,0.755,1490.0,790.0,450.0,790.0,0.6900000000000001,14.0,0.26236426446749106,5.7,1,0,1,0,0,0,1,0,0,0
0.061471322088101056,3.539508997459668,3.5707994993814465,1004.3302,0.674,1490.0,790.0,450.0,790.0,0.6890000000000001,16.3,1.0296194171811583,7.3,1,0,0,0,0,1,1,0,0,0
