dam_nm,obsr_de,rain_qy_mms,inflow_qy_mms,tot_dcwtr_qy_mms,rsvwt_qy_mms,dam_rsvwt_rt_mms,avg_hmd_mms,avg_tmr_mms,avg_wv_mms,snsn_sum_mms,valid_rsvwt_cpcty_qy_mms
성덕,20190111,0,6.69E-10,4.28E-09,0.008379132,0.734074823,0.710091743,0.135208711,0.5,0.015022422,0.003676705
영주,20190111,0,3.53E-09,5.73E-09,0.000117929,0.002022245,0.666055046,0.137931034,0.557894737,0.020179372,0.075723121
군위,20190111,0,1.48E-09,1.04E-08,0.011347207,0.569261881,0.582568807,0.170598911,0.542105263,0.01367713,0.011805836
김천부항,20190111,0,4.15E-09,1.51E-08,0.016286137,0.733063701,0.601834862,0.157894737,0.573684211,0.014349776,0.013134125
보현산,20190111,0,4.34E-10,2.90E-09,0.003872607,0.427704752,0.629357798,0.167876588,0.526315789,0.023318386,0
합천,20190111,0,2.87E-08,1.86E-07,0.240392549,0.743174924,0.683486239,0.152450091,0.505263158,0.01838565,0.288036895
남강,20190111,0.000102202,1.02E-07,1.65E-07,0.072833074,0.575328615,0.646788991,0.167876588,0.505263158,0.014349776,0.149735405
밀양,20190111,0,3.63E-10,1.74E-08,0.023349435,0.775530839,0.594495413,0.167876588,0.505263158,0.022869955,0.027585914
용담,20190111,0,3.20E-08,1.35E-07,0.271648161,0.814964611,0.67706422,0.152450091,0.505263158,0.012780269,0.347820543
대청,20190111,0,1.56E-07,3.36E-07,0.455558323,0.747219414,0.630275229,0.166061706,0.526315789,0.011883408,0.410239517
보령,20190111,0,3.81E-09,3.69E-08,0.031643328,0.661274014,0.701834862,0.171506352,0.505263158,0.018834081,0.048254096
부안,20190111,0,1.41E-09,8.70E-09,0.014104252,0.68554095,0.733944954,0.168784029,0.510526316,0.008520179,0.009414915
섬진강,20190111,0,2.13E-08,3.46E-08,0.131709202,0.690596562,0.683486239,0.148820327,0.505263158,0.022869955,0.218434531
주암(본),20190111,0,0,1.16E-07,0.131119146,0.700707786,0.66146789,0.176043557,0.578947368,0.025112108,0.177523218
주암(조),20190111,0,3.22E-08,7.87E-08,0.081191931,0.793731041,0.66146789,0.176043557,0.578947368,0.025112108,0.102076382
장흥,20190111,0,1.47E-09,2.20E-08,0.040267421,0.515672396,0.604587156,0.18784029,0.563157895,0.02264574,0.081355068
충주,20190112,0.001279919,1.23E-07,1.21E-06,0.856531875,0.761375126,0.646788991,0.163339383,0.515789474,0.015022422,0.941023952
횡성,20190112,0,2.25E-09,1.79E-08,0.02934848,0.825075834,0.633027523,0.153357532,0.5,0.015919283,0.02949865
소양강,20190112,0,6.50E-08,1.73E-07,0.768441332,0.647118301,0.676146789,0.147005445,0.510526316,0.008071749,1
안동,20190112,0.014713243,5.74E-08,2.14E-07,0.378969329,0.742163802,0.922018349,0.158802178,0.5,0.003363229,0.521815825
임하,20190112,0.020955352,2.86E-08,7.29E-08,0.152128217,0.62487361,0.922018349,0.158802178,0.5,0.003363229,0.215777953
성덕,20190112,0.025056293,6.69E-10,4.28E-09,0.008369202,0.733063701,0.942201835,0.149727768,0.489473684,0.002466368,0.003676705
영주,20190112,0.005976742,3.69E-09,5.99E-09,0.000117929,0.002022245,0.86146789,0.150635209,0.526315789,0.006502242,0.075723121
군위,20190112,0.014234805,1.68E-09,1.07E-08,0.01132238,0.568250758,0.877981651,0.176043557,0.510526316,0.003139013,0.011805836
김천부항,20190112,0.01068731,4.01E-09,1.76E-08,0.016251793,0.731041456,0.811926606,0.16061706,0.6,0.009641256,0.013134125
보현산,20190112,0.019648538,9.61E-10,3.76E-09,0.003865573,0.427704752,0.885321101,0.172413793,0.536842105,0.005156951,0
합천,20190112,0.01358095,4.60E-08,1.86E-07,0.24004828,0.742163802,0.926605505,0.170598911,0.5,0.008071749,0.288036895
남강,20190112,0.016083411,1.24E-07,1.64E-07,0.072947278,0.576339737,0.839449541,0.181488203,0.505263158,0.00896861,0.149735405
밀양,20190112,0.011585316,2.85E-10,1.72E-08,0.023297712,0.773508595,0.949541284,0.176950998,0.505263158,0.006502242,0.027585914
용담,20190112,0.013121039,3.20E-08,1.35E-07,0.271390373,0.813953488,0.844036697,0.164246824,0.505263158,0.012780269,0.347820543
대청,20190112,0.005908905,1.05E-07,3.36E-07,0.455045231,0.746208291,0.603669725,0.184210526,0.536842105,0.010762332,0.410239517
보령,20190112,0,7.03E-09,3.59E-08,0.031567605,0.660262892,0.666055046,0.182395644,0.505263158,0.017713004,0.048254096
부안,20190112,0.005976742,1.37E-09,8.63E-09,0.01408439,0.684529828,0.810091743,0.182395644,0.547368421,0.007399103,0.009414915
섬진강,20190112,0.008965112,2.13E-08,3.46E-08,0.131709202,0.690596562,0.870642202,0.162431942,0.526315789,0.020179372,0.218434531
주암(본),20190112,0.00650389,1.56E-08,1.15E-07,0.130841083,0.699696663,0.866972477,0.181488203,0.589473684,0.022869955,0.177523218
주암(조),20190112,0.002988371,3.75E-08,7.86E-08,0.081137311,0.792719919,0.866972477,0.181488203,0.589473684,0.022869955,0.102076382
장흥,20190112,0.004874033,7.67E-09,2.23E-08,0.040237214,0.514661274,0.80733945,0.189655172,0.563157895,0.021300448,0.081355068
충주,20190113,0,1.94E-07,1.21E-06,0.853765313,0.758341759,0.724770642,0.132486388,0.510526316,0.019282511,0.941023952
횡성,20190113,0,2.19E-09,1.78E-08,0.029304619,0.824064712,0.702752294,0.129764065,0.494736842,0.015695067,0.02949865
소양강,20190113,0,6.49E-08,1.73E-07,0.76823113,0.647118301,0.744954128,0.124319419,0.505263158,0.011434978,1
안동,20190113,0,2.00E-08,2.14E-07,0.378408238,0.741152679,0.972477064,0.144283122,0.510526316,0.006278027,0.521815825
임하,20190113,0.001250932,0,7.33E-08,0.151882429,0.623862487,0.972477064,0.144283122,0.510526316,0.006278027,0.215777953
성덕,20190113,0,0,4.28E-09,0.008354305,0.732052578,0.922018349,0.144283122,0.494736842,0.005605381,0.003676705
영주,20190113,0,3.69E-09,6.00E-09,0.000117929,0.002022245,0.973394495,0.121597096,0.515789474,0.008744395,0.075723121
군위,20190113,0,1.79E-09,1.09E-08,0.011297553,0.567239636,0.811926606,0.16061706,0.510526316,0.013004484,0.011805836
김천부항,20190113,0,5.84E-10,1.76E-08,0.01620007,0.729019211,0.632110092,0.156987296,0.631578947,0.015022422,0.013134125
보현산,20190113,0,2.92E-10,3.76E-09,0.003855642,0.42669363,0.855963303,0.15154265,0.515789474,0.019058296,0
합천,20190113,0,1.18E-08,1.86E-07,0.239532291,0.741152679,0.843119266,0.156987296,0.515789474,0.020179372,0.288036895
남강,20190113,0,1.02E-07,1.65E-07,0.072947278,0.576339737,0.787155963,0.16061706,0.494736842,0.015246637,0.149735405
밀양,20190113,0,6.12E-10,1.77E-08,0.023245989,0.77148635,0.791743119,0.164246824,0.5,0.021300448,0.027585914
용담,20190113,0,6.51E-09,1.35E-07,0.271004312,0.812942366,0.790825688,0.144283122,0.510526316,0.013901345,0.347820543
대청,20190113,0,1.05E-07,3.36E-07,0.454532966,0.745197169,0.631192661,0.162431942,0.521052632,0.014125561,0.410239517
보령,20190113,0,6.69E-09,3.53E-08,0.031491883,0.658240647,0.716513761,0.158802178,0.505263158,0.025112108,0.048254096
부안,20190113,0,0,8.51E-09,0.014054598,0.682507583,0.766972477,0.163339383,0.542105263,0.009641256,0.009414915
섬진강,20190113,0,2.13E-08,3.46E-08,0.131709202,0.690596562,0.805504587,0.14246824,0.521052632,0.021524664,0.218434531
주암(본),20190113,0,1.59E-08,1.16E-07,0.130563847,0.698685541,0.722018349,0.177858439,0.610526316,0.026008969,0.177523218
주암(조),20190113,0,3.22E-08,7.87E-08,0.081055796,0.792719919,0.722018349,0.177858439,0.610526316,0.026008969,0.102076382
장흥,20190113,0,1.07E-09,2.14E-08,0.040176388,0.513650152,0.729357798,0.166061706,0.552631579,0.026233184,0.081355068
충주,20190114,0,1.95E-07,1.21E-06,0.85100413,0.756319515,0.787155963,0.121597096,0.510526316,0.014573991,0.941023952
횡성,20190114,0,6.59E-09,1.78E-08,0.029282688,0.823053589,0.748623853,0.121597096,0.5,0.014573991,0.02949865
소양강,20190114,0,2.31E-08,1.73E-07,0.767810725,0.647118301,0.768807339,0.118874773,0.505263158,0.00941704,1
안동,20190114,0,2.06E-08,2.15E-07,0.377847974,0.740141557,0.955045872,0.133393829,0.510526316,0.007623318,0.521815825
임하,20190114,0.000464692,1.25E-08,7.32E-08,0.15171857,0.622851365,0.955045872,0.133393829,0.510526316,0.007623318,0.215777953
성덕,20190114,0,6.76E-10,4.28E-09,0.008344374,0.731041456,0.9,0.137931034,0.494736842,0.009641256,0.003676705
영주,20190114,0,3.69E-09,6.00E-09,0.000117929,0.002022245,0.92293578,0.110707804,0.521052632,0.009192825,0.075723121
군위,20190114,0,6.41E-11,1.07E-08,0.011264864,0.565217391,0.675229358,0.162431942,0.521052632,0.014349776,0.011805836
김천부항,20190114,0,2.31E-09,1.76E-08,0.016157036,0.726996967,0.709174312,0.147005445,0.621052632,0.014125561,0.013134125
보현산,20190114,0,2.99E-10,3.77E-09,0.003845298,0.424671385,0.73853211,0.144283122,0.515789474,0.020852018,0
합천,20190114,0,2.96E-08,1.87E-07,0.239102783,0.740141557,0.750458716,0.148820327,0.505263158,0.020627803,0.288036895
남강,20190114,0,1.02E-07,1.65E-07,0.072947278,0.576339737,0.698165138,0.155172414,0.494736842,0.015695067,0.149735405
밀양,20190114,0,0,1.75E-08,0.023186818,0.769464105,0.71559633,0.158802178,0.494736842,0.025336323,0.027585914
용담,20190114,0,3.21E-08,1.35E-07,0.270746525,0.811931244,0.797247706,0.128856624,0.5,0.012107623,0.347820543
대청,20190114,0,1.57E-07,3.38E-07,0.454276833,0.745197169,0.709174312,0.156987296,0.526315789,0.010089686,0.410239517
보령,20190114,0,5.75E-09,3.37E-08,0.03141616,0.657229525,0.781651376,0.157894737,0.510526316,0.016591928,0.048254096
부안,20190114,0,1.33E-09,8.56E-09,0.01403515,0.681496461,0.804587156,0.148820327,0.505263158,0.008071749,0.009414915
섬진강,20190114,0,5.08E-09,3.46E-08,0.131628101,0.690596562,0.790825688,0.131578947,0.510526316,0.02309417,0.218434531
주암(본),20190114,0,3.46E-08,1.16E-07,0.130378886,0.697674419,0.739449541,0.155172414,0.547368421,0.026233184,0.177523218
주암(조),20190114,0,3.22E-08,7.87E-08,0.080973866,0.791708797,0.739449541,0.155172414,0.547368421,0.026233184,0.102076382
장흥,20190114,0,7.40E-09,2.18E-08,0.040145768,0.513650152,0.732110092,0.16061706,0.536842105,0.025112108,0.081355068
충주,20190115,0,1.27E-07,1.21E-06,0.847903231,0.753286148,0.69266055,0.13430127,0.594736842,0.011659193,0.941023952
횡성,20190115,0,2.23E-09,1.78E-08,0.029238827,0.822042467,0.643119266,0.130671506,0.557894737,0.011434978,0.02949865
소양강,20190115,0,6.47E-08,1.73E-07,0.767600523,0.647118301,0.673394495,0.121597096,0.563157895,0.007174888,1
안동,20190115,0,2.06E-08,2.14E-07,0.37728771,0.739130435,0.705504587,0.144283122,0.615789474,0.012331839,0.521815825
임하,20190115,0,0,7.31E-08,0.151473196,0.621840243,0.705504587,0.144283122,0.615789474,0.012331839,0.215777953
성덕,20190115,0,0,4.28E-09,0.008324927,0.729019211,0.703669725,0.146098004,0.631578947,0.012107623,0.003676705
영주,20190115,0,4.07E-09,6.60E-09,2.28E-05,0.002022245,0.626605505,0.137023593,0.736842105,0.012556054,0.075723121
군위,20190115,0,0,1.05E-08,0.011223486,0.563195147,0.559633028,0.170598911,0.636842105,0.013452915,0.011805836
김천부항,20190115,0.001266173,5.98E-10,1.76E-08,0.016105727,0.724974722,0.67706422,0.14246824,0.7,0.010986547,0.013134125
보현산,20190115,0,0,3.77E-09,0.003831643,0.423660263,0.583486239,0.166061706,0.636842105,0.023542601,0
합천,20190115,0,2.91E-08,1.86E-07,0.238674103,0.738119312,0.579816514,0.161524501,0.568421053,0.019730942,0.288036895
남강,20190115,0,1.02E-07,1.65E-07,0.072947278,0.576339737,0.603669725,0.165154265,0.536842105,0.01367713,0.149735405
밀양,20190115,0,5.13E-10,1.75E-08,0.023135095,0.768452983,0.571559633,0.172413793,0.557894737,0.022421525,0.027585914
용담,20190115,0.000346651,6.57E-09,1.35E-07,0.270360878,0.810920121,0.743119266,0.137023593,0.568421053,0.011210762,0.347820543
대청,20190115,0.000860352,5.49E-08,3.37E-07,0.453509263,0.744186047,0.694495413,0.145190563,0.573684211,0.006278027,0.410239517
보령,20190115,0.001161281,7.31E-09,3.62E-08,0.031341265,0.65520728,0.718348624,0.15154265,0.542105263,0.010986547,0.048254096
부안,20190115,0,0,8.54E-09,0.014005358,0.680485339,0.734862385,0.156987296,0.584210526,0.005605381,0.009414915
섬진강,20190115,0,2.13E-08,3.46E-08,0.131628101,0.690596562,0.768807339,0.137023593,0.578947368,0.018161435,0.218434531
주암(본),20190115,0,0,1.15E-07,0.129918344,0.694641052,0.73853211,0.166061706,0.652631579,0.02264574,0.177523218
주암(조),20190115,0,3.22E-08,7.87E-08,0.080891937,0.790697674,0.73853211,0.166061706,0.652631579,0.02264574,0.102076382
장흥,20190115,0,0,2.21E-08,0.040054735,0.512639029,0.734862385,0.166061706,0.631578947,0.017488789,0.081355068
충주,20190116,0,5.90E-08,1.21E-06,0.844465511,0.750252781,0.551376147,0.090744102,0.557894737,0.023318386,0.941023952
횡성,20190116,0,6.83E-09,1.82E-08,0.029216897,0.822042467,0.568807339,0.081669691,0.531578947,0.017040359,0.02949865
소양강,20190116,0,2.26E-08,1.73E-07,0.767180532,0.646107179,0.57706422,0.086206897,0.557894737,0.011434978,1
안동,20190116,0,2.05E-08,2.14E-07,0.376728687,0.738119312,0.49266055,0.10707804,0.615789474,0.016591928,0.521815825
임하,20190116,0,1.31E-08,7.42E-08,0.151309751,0.621840243,0.49266055,0.10707804,0.615789474,0.016591928,0.215777953
성덕,20190116,0,0,4.28E-09,0.00831003,0.728008089,0.498165138,0.105263158,0.626315789,0.015919283,0.003676705
영주,20190116,0,4.23E-09,6.46E-09,2.40E-05,0.002022245,0.522018349,0.09800363,0.715789474,0.022869955,0.075723121
군위,20190116,0,1.57E-09,1.05E-08,0.011199072,0.562184024,0.401834862,0.127949183,0.673684211,0.017488789,0.011805836
김천부항,20190116,0,4.02E-09,1.76E-08,0.016071383,0.722952477,0.532110092,0.100725953,0.710526316,0.015470852,0.013134125
보현산,20190116,0,2.85E-10,3.73E-09,0.003821712,0.422649141,0.41559633,0.126134301,0.663157895,0.027578475,0
합천,20190116,0,1.22E-08,1.86E-07,0.238160183,0.73710819,0.431192661,0.127949183,0.536842105,0.023318386,0.288036895
남강,20190116,0,1.02E-07,1.65E-07,0.072947278,0.576339737,0.357798165,0.138838475,0.547368421,0.018161435,0.149735405
밀양,20190116,0,0,1.74E-08,0.023076337,0.766430738,0.355045872,0.138838475,0.542105263,0.028475336,0.027585914
용담,20190116,0.000403729,3.66E-08,1.43E-07,0.270103504,0.809908999,0.633027523,0.096188748,0.536842105,0.016143498,0.347820543
대청,20190116,0,1.05E-07,3.36E-07,0.452997826,0.743174924,0.513761468,0.108892922,0.547368421,0.015695067,0.410239517
보령,20190116,0,2.58E-09,3.45E-08,0.031247336,0.653185035,0.612844037,0.11615245,0.521052632,0.028026906,0.048254096
부안,20190116,0,1.29E-09,8.47E-09,0.013985496,0.679474216,0.676146789,0.117967332,0.552631579,0.010762332,0.009414915
섬진강,20190116,0,5.09E-09,3.46E-08,0.131546585,0.68958544,0.620183486,0.098911071,0.552631579,0.028251121,0.218434531
주암(본),20190116,0,1.61E-08,1.15E-07,0.12964235,0.693629929,0.591743119,0.119782214,0.7,0.029596413,0.177523218
주암(조),20190116,0,2.68E-08,7.86E-08,0.080783112,0.789686552,0.591743119,0.119782214,0.7,0.029596413,0.102076382
장흥,20190116,0,0,2.30E-08,0.039964117,0.511627907,0.550458716,0.138838475,0.657894737,0.030269058,0.081355068
충주,20190117,0,1.30E-07,1.21E-06,0.841378266,0.747219414,0.549541284,0.13430127,0.557894737,0.020627803,0.941023952
횡성,20190117,0,2.69E-09,1.86E-08,0.029173035,0.820020222,0.576146789,0.121597096,0.536842105,0.01793722,0.02949865
소양강,20190117,0,6.48E-08,1.73E-07,0.766970329,0.646107179,0.614678899,0.122504537,0.547368421,0.01367713,1
안동,20190117,0,2.05E-08,2.14E-07,0.376169665,0.736097068,0.533944954,0.146098004,0.6,0.014349776,0.521815825
임하,20190117,0,1.38E-08,7.52E-08,0.15114672,0.62082912,0.533944954,0.146098004,0.6,0.014349776,0.215777953
성덕,20190117,0,6.83E-10,4.28E-09,0.008300513,0.726996967,0.613761468,0.137023593,0.631578947,0.015919283,0.003676705
영주,20190117,0,4.86E-09,7.09E-09,2.65E-05,0.002022245,0.535779817,0.143375681,0.757894737,0.023318386,0.075723121
군위,20190117,0,1.51E-09,1.03E-08,0.011174659,0.561172902,0.518348624,0.157894737,0.652631579,0.0132287,0.011805836
김천부항,20190117,0,2.31E-09,1.76E-08,0.016028763,0.720930233,0.642201835,0.137023593,0.742105263,0.005605381,0.013134125
보현산,20190117,0,9.54E-10,3.72E-09,0.003815091,0.421638018,0.52293578,0.157894737,0.647368421,0.024439462,0
합천,20190117,0,2.94E-08,1.86E-07,0.23773233,0.735085945,0.608256881,0.13430127,0.536842105,0.021524664,0.288036895
남강,20190117,0,1.02E-07,1.65E-07,0.072947278,0.576339737,0.544036697,0.144283122,0.536842105,0.018609865,0.149735405
밀양,20190117,0,2.92E-10,1.71E-08,0.023024614,0.764408493,0.557798165,0.145190563,0.542105263,0.024887892,0.027585914
용담,20190117,0.001271253,1.74E-08,1.53E-07,0.269718271,0.808897877,0.733944954,0.127949183,0.531578947,0.007623318,0.347820543
대청,20190117,0,1.05E-07,3.36E-07,0.452486802,0.742163802,0.581651376,0.148820327,0.552631579,0.007847534,0.410239517
보령,20190117,0,6.86E-09,3.53E-08,0.031172441,0.652173913,0.709174312,0.153357532,0.505263158,0.009865471,0.048254096
부안,20190117,0,1.46E-09,8.75E-09,0.013966048,0.678463094,0.747706422,0.147912886,0.531578947,0.006950673,0.009414915
섬진강,20190117,0,5.08E-09,3.46E-08,0.13146507,0.68958544,0.73853211,0.126134301,0.531578947,0.01838565,0.218434531
주암(본),20190117,0,1.59E-08,1.15E-07,0.129367183,0.691607685,0.682568807,0.156079855,0.663157895,0.028251121,0.177523218
주암(조),20190117,0,3.22E-08,7.87E-08,0.080701596,0.78867543,0.682568807,0.156079855,0.663157895,0.028251121,0.102076382
장흥,20190117,0,1.99E-09,2.28E-08,0.039903704,0.510616785,0.62293578,0.163339383,0.6,0.023766816,0.081355068
충주,20190118,0,1.31E-07,1.21E-06,0.838297642,0.745197169,0.605504587,0.124319419,0.521052632,0.024439462,0.941023952
횡성,20190118,0,2.40E-09,1.81E-08,0.029129174,0.8190091,0.574311927,0.110707804,0.510526316,0.017040359,0.02949865
소양강,20190118,0,6.47E-08,1.73E-07,0.766760541,0.646107179,0.582568807,0.115245009,0.521052632,0.014349776,1
안동,20190118,0,2.11E-08,2.15E-07,0.375611056,0.735085945,0.512844037,0.147912886,0.531578947,0.018161435,0.521815825
임하,20190118,0,0,7.54E-08,0.15090176,0.619817998,0.512844037,0.147912886,0.531578947,0.018161435,0.215777953
성덕,20190118,0,0,4.28E-09,0.008285617,0.725985844,0.631192661,0.123411978,0.531578947,0.01838565,0.003676705
영주,20190118,0,4.24E-09,7.11E-09,0.00011917,0.002022245,0.405504587,0.145190563,0.668421053,0.025112108,0.075723121
군위,20190118,0,0,1.03E-08,0.011142384,0.559150657,0.498165138,0.168784029,0.557894737,0.015695067,0.011805836
김천부항,20190118,0,2.89E-09,1.57E-08,0.015994833,0.71991911,0.601834862,0.147005445,0.642105263,0.015022422,0.013134125
보현산,20190118,0,0,3.88E-09,0.003801436,0.420626896,0.487155963,0.162431942,0.563157895,0.028251121,0
합천,20190118,0,2.93E-08,1.86E-07,0.237305304,0.734074823,0.666972477,0.146098004,0.510526316,0.022869955,0.288036895
남강,20190118,0,7.86E-08,1.65E-07,0.072833074,0.575328615,0.603669725,0.150635209,0.5,0.018609865,0.149735405
밀양,20190118,0,1.88E-09,1.73E-08,0.022980753,0.763397371,0.555963303,0.155172414,0.5,0.028026906,0.027585914
용담,20190118,0,1.78E-08,1.53E-07,0.269333038,0.807886754,0.749541284,0.12522686,0.5,0.014125561,0.347820543
대청,20190118,0,1.57E-07,3.37E-07,0.452231497,0.742163802,0.618348624,0.15154265,0.526315789,0.014573991,0.410239517
보령,20190118,0,7.71E-09,3.66E-08,0.03109796,0.650151668,0.747706422,0.156079855,0.505263158,0.023318386,0.048254096
부안,20190118,0,1.32E-09,8.52E-09,0.013946187,0.677451972,0.767889908,0.155172414,0.510526316,0.009865471,0.009414915
섬진강,20190118,0,2.13E-08,3.46E-08,0.13146507,0.68958544,0.758715596,0.127041742,0.510526316,0.026008969,0.218434531
