dam_nm,obsr_de,rain_qy,inflow_qy,tot_dcwtr_qy,rsvwt_qy,dam_rsvwt_rt,avg_hmd,avg_tmr,avg_wv,snsn_sum,valid_rsvwt_cpcty_qy
소양강,20201201,0,293932.8,4318531.2,1781.569,61.43,64.6,-1.5,0.5,6.6,1900
소양강,20201202,0,804902.4,4321296,1778.053,61.3,59.1,0.7,0.5,3.5,1900
소양강,20201203,0,812160,4323715.2,1774.541,61.2,58.5,-0.8,1.1,6.8,1900
소양강,20201204,0,813542.4,4320259.2,1771.035,61.1,61.2,-2.5,0.9,6.9,1900
소양강,20201205,0,323222.4,4325011.2,1767.033,60.9,70.7,-1.4,0.8,5.9,1900
소양강,20201206,0,329184,4324752,1763.037,60.8,73.3,1.7,0.9,3.4,1900
소양강,20201207,0,799459.2,1298419.2,1762.538,60.8,60.9,1.7,1.7,5,1900
소양강,20201208,0,801014.4,1299888,1762.039,60.8,57.7,-2,0.6,6.4,1900
소양강,20201209,0,799459.2,1298246.4,1761.541,60.7,64.6,-2.1,0.5,6,1900
소양강,20201210,0,796089.6,1294790.4,1761.042,60.7,68.7,2.2,0.6,2.8,1900
소양강,20201211,0,793584,1292198.4,1760.543,60.7,82.9,1.8,0.6,2.8,1900
소양강,20201212,0,798508.8,1297036.8,1760.045,60.7,67.8,0.6,1,5.8,1900
소양강,20201213,2.3561,797731.2,1296172.8,1759.546,60.7,79.3,-2.4,0.8,0.5,1900
소양강,20201214,0,296956.8,1293494.4,1758.55,60.6,59.2,-8.9,1.6,6.6,1900
소양강,20201215,0,300240,1296345.6,1757.554,60.6,50.6,-10,1.3,7.3,1900
소양강,20201216,0,299376,1295136,1756.558,60.6,59.3,-11,0.8,6.7,1900
소양강,20201217,0,301363.2,1296691.2,1755.563,60.5,62.3,-8.9,0.5,6.6,1900
소양강,20201218,0,302486.4,1297468.8,1754.568,60.5,50.1,-2.4,1.1,5.1,1900
소양강,20201219,0,124934.4,4100803.2,1750.592,60.4,59,-7,0.8,6.6,1900
소양강,20201220,0,626572.8,4100284.8,1747.118,60.3,62.4,-6.6,0.8,6.4,1900
소양강,20201221,0,127267.2,4091385.6,1743.154,60.1,70,-5.3,0.6,6.1,1900
소양강,20201222,0,143769.6,4101580.8,1739.196,60,83.8,-2.9,0.4,3.4,1900
소양강,20201223,0,642124.8,4100025.6,1735.738,59.9,88.7,-1.4,0.6,1.7,1900
소양강,20201224,0.0896,155001.6,4100976,1731.792,59.7,56.6,2,2,5.5,1900
소양강,20201225,0,158112,4097779.2,1727.853,59.6,54.6,-2.7,1.5,5.8,1900
소양강,20201226,0,657763.2,4099852.8,1724.411,59.5,64.1,0,0.9,5.2,1900
소양강,20201227,0,662947.2,4100198.4,1720.973,59.3,71.6,2,0.5,4.6,1900
소양강,20201228,0,668304,4100716.8,1717.541,59.2,81.4,2.9,0.6,4.6,1900
소양강,20201229,0.2124,181699.2,4098556.8,1713.624,59.1,81.1,-0.3,1.2,1.3,1900
소양강,20201230,0,195264,4105814.4,1709.714,59,41.4,-9,2.6,6.3,1900
소양강,20201231,0,0,4100803.2,1705.322,58.8,50.5,-9.7,1.7,6.5,1900
안동,20201201,0,538704,1511222.4,1030.332,82.6,54.4,-0.1,0.7,7.2,1000
안동,20201202,0,51840,1509580.8,1028.874,82.4,51.4,2.2,1.1,6.8,1000
안동,20201203,0,54604.8,1511136,1027.418,82.3,48.3,1.5,2.1,6.5,1000
안동,20201204,0,54518.4,1509753.6,1025.962,82.2,49.7,-0.7,1.3,6.9,1000
안동,20201205,0,541468.8,1510963.2,1024.993,82.1,62.2,0.2,1.2,6.5,1000
안동,20201206,0,58924.8,1512086.4,1023.54,82,66.7,1.4,1.2,7.1,1000
안동,20201207,0,543024,1511136,1022.572,81.9,65.8,1.8,1.6,4.2,1000
안동,20201208,0,60825.6,1511913.6,1021.121,81.8,42.8,-0.1,1.2,6.7,1000
안동,20201209,0,65836.8,1515628.8,1019.671,81.7,50.4,-1.1,0.8,6.7,1000
안동,20201210,0,546048,1511913.6,1018.705,81.6,56.7,4.2,0.9,5.8,1000
안동,20201211,0,0,1857081.6,1016.775,81.5,66.4,3.6,0.9,4.7,1000
안동,20201212,0,0,1856736,1014.847,81.3,45.9,3.5,2.3,6.3,1000
안동,20201213,2.923,413251.2,1857600,1013.403,81.2,66.6,-1.6,1.3,1.3,1000
안동,20201214,0,0,1857081.6,1011.479,81.1,37.8,-5.6,3.7,6.9,1000
안동,20201215,0,0,1856304,1009.557,80.9,28.3,-6.8,3.3,7.1,1000
안동,20201216,0,0,1856390.4,1007.638,80.7,28.3,-6.4,2.9,7.1,1000
안동,20201217,0,0,1853712,1005.721,80.6,37.9,-6,2,6.9,1000
안동,20201218,0,0,1856736,1003.806,80.4,54.4,-2.5,1.8,3.6,1000
안동,20201219,0,0,1857254.4,1001.893,80.3,38,-4.2,2.6,6.9,1000
안동,20201220,0,0,1856822.4,999.982,80.1,44.8,-4.1,1.4,6.6,1000
안동,20201221,0,425952,1857340.8,998.551,80,56,-2.6,1.2,6.4,1000
안동,20201222,0,0,1857945.6,996.644,79.9,67.4,-1.4,1.1,6.8,1000
안동,20201223,0,0,1856476.8,994.74,79.7,70.9,0.4,1,4.2,1000
안동,20201224,0,429408,1856217.6,993.313,79.6,59.5,1.9,2.3,5.8,1000
안동,20201225,0,0,1857513.6,991.412,79.4,47.3,-0.6,2.6,6.7,1000
안동,20201226,0,433296,1857168,989.989,79.3,67.8,-0.8,1.1,4.6,1000
안동,20201227,0,0,1858118.4,988.092,79.2,81.8,0.2,0.6,3.1,1000
안동,20201228,0,0,1857168,986.198,79,76.9,1.7,0.6,3.6,1000
안동,20201229,0.1363,437961.6,1857254.4,984.778,78.9,76.5,1.2,1.5,3.9,1000
안동,20201230,0,0,1855872,982.888,78.8,39.8,-7.3,4.5,7,1000
안동,20201231,0,0,1856476.8,981,78.6,44.9,-8,3.5,6.7,1000
영주,20201201,0,0,645580.8,106.748,58.1,55.1,-0.2,1.3,9.8,160.4
영주,20201202,0,0,645667.2,106.076,57.8,56.5,1.8,2.3,6.7,160.4
영주,20201203,0,0,643248,105.407,57.4,38.9,2.2,4.5,10.1,160.4
영주,20201204,0,0,644716.8,104.742,57,53.4,-1,2.9,9.5,160.4
영주,20201205,0,0,611971.2,104.079,56.7,60.6,0.7,2.7,7.9,160.4
영주,20201206,0,57542.4,643507.2,103.493,56.4,60.2,3,3,9.2,160.4
영주,20201207,0,61689.6,645235.2,102.91,56,61.5,2.7,3.7,5.1,160.4
영주,20201208,0,0,635904,102.256,55.7,39.1,0.3,4.2,9.8,160.4
영주,20201209,0,28684.8,606700.8,101.678,55.4,54.9,-1.6,1.6,8.7,160.4
영주,20201210,0,82684.8,586656,101.174,55.1,59.3,3.8,2.2,6.7,160.4
영주,20201211,0,604.8,431568,100.743,54.9,71,3.5,2.2,6.8,160.4
영주,20201212,0,74390.4,432259.2,100.385,54.7,44.8,4.1,4.1,8.7,160.4
영주,20201213,1.6299,76032,433036.8,100.029,54.5,71.6,-1.4,3,0.2,160.4
영주,20201214,0,6825.6,433814.4,99.602,54.2,48.3,-7,5.2,10.2,160.4
영주,20201215,0,8553.6,434592,99.176,54,39.6,-8.3,5.4,10.3,160.4
영주,20201216,0,81475.2,435283.2,98.822,53.8,37.9,-7.5,5.9,10.2,160.4
영주,20201217,0,60480,413424,98.469,53.6,44.1,-7,3.9,10.1,160.4
영주,20201218,0,3024,425001.6,98.047,53.4,44.8,-1.9,2.8,4.1,160.4
영주,20201219,0,80352,431395.2,97.695,53.2,40.5,-4.3,5,10.1,160.4
영주,20201220,0,10972.8,432000,97.275,53,45.6,-3,4,9.8,160.4
영주,20201221,0,11923.2,360892.8,96.926,52.8,57.9,-2,3.2,9.3,160.4
영주,20201222,0,22204.8,300240,96.648,52.6,75.3,-1.4,2.6,4.1,160.4
영주,20201223,0,0,301622.4,96.231,52.4,75.3,0.6,1.8,6,160.4
영주,20201224,0,0,302486.4,95.746,52.1,62.6,2.4,4.5,8.2,160.4
영주,20201225,0,0,303004.8,95.331,51.9,47.7,-0.9,5.1,9.5,160.4
영주,20201226,0,0,303436.8,94.918,51.7,69.5,-1,1.8,5.6,160.4
영주,20201227,0,0,304128,94.506,51.5,84.4,-0.6,1.2,5.1,160.4
영주,20201228,0,0,304732.8,94.095,51.2,79.3,1.5,1.4,8,160.4
영주,20201229,0,0,305337.6,93.686,51,79,0.5,3.5,5.4,160.4
영주,20201230,0,0,306028.8,93.141,51.43,53.5,-8.3,6.5,10,160.4
영주,20201231,0,0,309225.6,92.802,51.24,53,-8.7,6.5,9.5,160.4
용담,20201201,0,217555.2,1333065.6,543.391,66.7,62.7,-0.1,0.7,10.3,672.52
용담,20201202,0,219196.8,1333238.4,542.277,66.5,60.1,1.1,0.7,9.01,672.52
용담,20201203,0,220147.2,1332806.4,541.164,66.4,65.9,0.3,1.3,8.05,672.52
용담,20201204,0,221443.2,1332720,540.053,66.3,69.3,-1.3,0.9,10.14,672.52
용담,20201205,0,501897.6,1334361.6,539.22,66.2,77,0.4,0.7,7.79,672.52
용담,20201206,0,225417.6,1334188.8,538.111,66,80.5,1.3,0.7,8.58,672.52
용담,20201207,0,0,1339113.6,536.727,65.9,79.3,1.6,0.7,5.67,672.52
용담,20201208,0,228528,1334102.4,535.622,65.7,72.7,-1,0.9,9.96,672.52
용담,20201209,0,228441.6,1332633.6,534.518,65.6,63.8,-0.7,0.6,9.52,672.52
용담,20201210,0,236044.8,1338768,533.415,65.5,66.6,4.2,0.6,7.24,672.52
용담,20201211,0,509846.4,1336003.2,532.589,65.4,78.4,4.3,0.6,6.46,672.52
용담,20201212,0,0,1336089.6,531.214,65.2,58.8,3,1.3,9.53,672.52
용담,20201213,4.4117,237254.4,1335744,530.115,65,72.5,0.3,1.9,3.16,672.52
용담,20201214,0.1309,241315.2,1338336,529.018,64.9,54.3,-4.6,2.1,10.13,672.52
용담,20201215,0,244425.6,1340064,527.923,64.8,51.8,-6.2,1.2,10.45,672.52
용담,20201216,0,243216,1337472,526.828,64.6,69.2,-6.8,1.2,9.83,672.52
용담,20201217,0,239068.8,1331856,525.736,64.5,70.2,-5.7,0.8,9.6,672.52
용담,20201218,0,0,1334793.6,524.372,64.3,69.4,-1.4,1.2,4.76,672.52
용담,20201219,0,246240,1335830.4,523.282,64.2,48.4,-4.4,1.3,10.56,672.52
용담,20201220,0,246326.4,1334534.4,522.194,64.1,58.7,-3.5,0.8,9.89,672.52
용담,20201221,0,247276.8,1334016,521.107,63.9,81,-1.9,0.5,5.12,672.52
용담,20201222,0,252460.8,1337817.6,520.022,63.8,84.4,-0.4,0.6,6.67,672.52
용담,20201223,0,0,1337904,518.667,63.6,79.3,1.9,0.7,6.34,672.52
용담,20201224,0,256521.6,1338681.6,517.585,63.5,65.1,3.2,1.8,8.35,672.52
용담,20201225,0,259113.6,1339804.8,516.504,63.4,69,-1,1.1,9.18,672.52
용담,20201226,0,261705.6,1341014.4,515.425,63.2,81,-1.2,0.6,4.64,672.52
용담,20201227,2.7078,264384,1342224,514.347,63.1,86.2,0.8,0.4,4.8,672.52
용담,20201228,0.2609,269222.4,1345593.6,513.271,63,83.4,3.1,0.5,8.7,672.52
용담,20201229,0.77,259891.2,1334880,512.196,62.9,85.3,0.4,1.1,5.96,672.52
용담,20201230,0.1531,259977.6,1333497.6,511.122,62.7,66.7,-7.4,2.9,9.31,672.52
용담,20201231,0.5433,0,1257638.4,509.782,62.6,78,-8.3,0.8,9.47,672.52
임하,20201201,0,66700.8,1002240,263.166,44.2,54.4,-0.1,0.7,7.2,424
임하,20201202,0,52358.4,984787.2,262.234,44.1,51.4,2.2,1.1,6.8,424
임하,20201203,0,228182.4,1002844.8,261.459,43.9,48.3,1.5,2.1,6.5,424
임하,20201204,0,0,999734.4,260.378,43.8,49.7,-0.7,1.3,6.9,424
임하,20201205,0,229737.6,999388.8,259.609,43.6,62.2,0.2,1.2,6.5,424
임하,20201206,0,80611.2,1001548.8,258.688,43.5,66.7,1.4,1.2,7.1,424
임하,20201207,0,85017.6,1002931.2,257.77,43.3,65.8,1.8,1.6,4.2,424
임하,20201208,0,84844.8,999907.2,256.855,43.2,42.8,-0.1,1.2,6.7,424
임하,20201209,0,86832,998956.8,255.943,43,50.4,-1.1,0.8,6.7,424
임하,20201210,0,91929.6,1001203.2,255.033,42.9,56.7,4.2,0.9,5.8,424
임하,20201211,0,201744,655344,254.58,42.8,66.4,3.6,0.9,4.7,424
임하,20201212,0,51235.2,654912,253.976,42.7,45.9,3.5,2.3,6.3,424
임하,20201213,0.0552,50630.4,653011.2,253.374,42.6,66.6,-1.6,1.3,1.3,424
임하,20201214,0,51321.6,652492.8,252.772,42.5,37.8,-5.6,3.7,6.9,424
임하,20201215,0,54950.4,654912,252.172,42.4,28.3,-6.8,3.3,7.1,424
임하,20201216,0,56678.4,655430.4,251.574,42.3,28.3,-6.4,2.9,7.1,424
임하,20201217,0,56246.4,653702.4,250.976,42.2,37.9,-6,2,6.9,424
임하,20201218,0,59011.2,655257.6,250.38,42.1,54.4,-2.5,1.8,3.6,424
임하,20201219,0,59270.4,654307.2,249.785,42,38,-4.2,2.6,6.9,424
임하,20201220,0,60480,654307.2,249.191,41.9,44.8,-4.1,1.4,6.6,424
임하,20201221,0,63504,656208,248.598,41.8,56,-2.6,1.2,6.4,424
임하,20201222,0,65232,656726.4,248.007,41.7,67.4,-1.4,1.1,6.8,424
임하,20201223,0,67824,658108.8,247.417,41.6,70.9,0.4,1,4.2,424
임하,20201224,0,68169.6,657331.2,246.827,41.5,59.5,1.9,2.3,5.8,424
임하,20201225,0,68083.2,656035.2,246.239,41.4,47.3,-0.6,2.6,6.7,424
임하,20201226,0,71884.8,658713.6,245.653,41.3,67.8,-0.8,1.1,4.6,424
임하,20201227,0,72230.4,657849.6,245.067,41.2,81.8,0.2,0.6,3.1,424
임하,20201228,0,219024,657504,244.629,41.1,76.9,1.7,0.6,3.6,424
임하,20201229,0.5419,0,658713.6,243.899,41,76.5,1.2,1.5,3.9,424
임하,20201230,0.1555,74217.6,656467.2,243.317,40.9,39.8,-7.3,4.5,7,424
임하,20201231,0,76464,657590.4,242.736,40.8,44.9,-8,3.5,6.7,424
장흥,20201201,0,16416,172108.8,112.313,58.8,45.1,4.1,1.3,12.65,171
장흥,20201202,0,0,167702.4,112.08,58.7,41.6,5.3,1.8,9.18,171
장흥,20201203,0,0,168825.6,111.847,58.6,55.8,4.3,2.4,9.46,171
장흥,20201204,0,99187.2,176860.8,111.769,58.5,58.5,3.4,2.2,10.79,171
장흥,20201205,0,18403.2,173577.6,111.614,58.4,69.2,2.3,1.1,12.05,171
장흥,20201206,0,13737.6,168825.6,111.459,58.4,71.4,2.9,0.9,11.86,171
장흥,20201207,0,0,175219.2,111.227,58.2,74.4,4.5,1.4,5.59,171
장흥,20201208,0,13824,168652.8,111.072,58.2,67.9,2.6,1.8,8.2,171
장흥,20201209,0,21254.4,175996.8,110.917,58.1,57.2,2.2,0.9,12.25,171
장흥,20201210,0,22809.6,177379.2,110.763,58,63.9,4.8,1.1,4.88,171
장흥,20201211,0,16588.8,171072,110.608,57.9,80.6,5.3,0.9,7.51,171
장흥,20201212,0,0,176342.4,110.376,57.8,61.5,5.1,1.9,11.32,171
장흥,20201213,0,0,174355.2,110.145,57.7,70.1,2.8,2.1,5.35,171
장흥,20201214,0,106272,183340.8,110.068,57.6,57.1,-1.3,2.7,8.24,171
장흥,20201215,0,14947.2,168998.4,109.914,57.6,57.1,-3,2.1,5.44,171
장흥,20201216,0,0,178934.4,109.683,57.4,69,-3.3,2,10.65,171
장흥,20201217,0,40089.6,193795.2,109.53,57.4,69.4,-1.1,1.3,11.67,171
장흥,20201218,0,24364.8,177984,109.376,57.3,70.2,0.8,1.7,6.64,171
장흥,20201219,0,0,183168,109.146,57.1,39.4,-0.4,2.9,12.49,171
장흥,20201220,0,18316.8,171676.8,108.992,57.1,61,-0.1,1.6,7.06,171
장흥,20201221,0,0,177292.8,108.762,56.9,73.3,-1.1,1.1,7.8,171
장흥,20201222,0,15379.2,168480,108.609,56.9,77.3,1.2,0.6,7.47,171
장흥,20201223,0,19785.6,172800,108.456,56.8,81.1,1.8,0.6,7.03,171
장흥,20201224,0,22032,174960,108.303,56.7,64.5,5.2,3,10.41,171
장흥,20201225,0,22896,175651.2,108.151,56.6,60.8,2.6,2.6,9.89,171
장흥,20201226,0,21513.6,174182.4,107.998,56.5,69.4,1.7,0.7,11.39,171
장흥,20201227,7.643,20304,172886.4,107.845,56.5,86.3,4.5,0.4,1.86,171
장흥,20201228,0.357,93225.6,169516.8,107.769,56.4,87.2,5.2,0.8,7.52,171
장흥,20201229,0.548,0,178329.6,107.464,56.3,85.7,3.4,2.1,4.69,171
장흥,20201230,0,98668.8,174787.2,107.388,56.2,72.7,-3.2,5.3,8.34,171
장흥,20201231,0.369,26006.4,178156.8,107.236,56.1,71.1,-2.9,2.5,9.66,171
주암(본),20201201,0,173404.8,1020556.8,294.166,66.1,50.8,2.6,2.2,12.07,352
주암(본),20201202,0,172108.8,1017360,293.321,65.9,46.3,3.9,2.2,5.72,352
주암(본),20201203,0,405648,1038355.2,292.688,65.8,52.5,3.8,3.9,11.95,352
주암(본),20201204,0,176601.6,1034726.4,299.79,65.6,53.4,2.5,3.6,12.14,352
주암(본),20201205,0,395280,1025568,291.216,65.5,61.6,2.8,2.1,11.8,352
주암(본),20201206,0,178934.4,1017705.6,290.377,65.3,70.2,3.1,1.8,11.92,352
주암(본),20201207,0,154224,1007078.4,297.44,65.1,68.5,5.1,2.3,7.06,352
주암(본),20201208,0,356745.6,995155.2,296.802,65,62.7,2.3,2.8,11.01,352
주암(본),20201209,0,145584,995068.8,295.952,64.8,62.1,1,1.4,11.75,352
주암(본),20201210,0,514944,938995.2,295.528,64.7,57.4,5,1.8,3.81,352
주암(본),20201211,0,185328,1032048,294.682,64.5,81.3,4.8,1.1,7.71,352
주암(본),20201212,0,179884.8,1024704,293.837,64.3,54.3,5,2.8,11.33,352
주암(본),20201213,0.6002,161913.6,1004832,292.994,64.1,69,2,2.8,7.54,352
주암(본),20201214,0,363571.2,994550.4,292.363,64,48.8,-2.7,3.9,9.76,352
주암(본),20201215,0,158976,998697.6,291.523,63.8,52.3,-3.8,3.5,11.96,352
주암(본),20201216,0,159408,997228.8,290.685,63.6,62.5,-3.8,3.2,11.81,352
주암(본),20201217,0,175219.2,995587.2,282.09,63.4,60.3,-1.5,3,11.8,352
주암(본),20201218,0,384220.8,998265.6,281.476,63.3,68.7,-0.3,2.1,9.13,352
주암(본),20201219,0,192758.4,1009929.6,280.659,63.1,36.7,-1.5,4,12.42,352
주암(본),20201220,0,192758.4,1008115.2,279.844,62.9,52.9,-0.1,2.8,10.52,352
주암(본),20201221,0,390960,1001289.6,279.233,62.8,67.8,-0.8,1.6,10.16,352
주암(본),20201222,0,0,1006732.8,278.219,62.6,82,-0.6,0.8,9.13,352
주암(본),20201223,0,397785.6,1005350.4,277.611,62.4,82.8,0.8,0.7,8.12,352
주암(본),20201224,0,8726.4,1019001.6,276.601,60.5,66.9,3.8,3.4,9.76,352
주암(본),20201225,0,623894.4,1027209.6,276.197,60.4,68.6,1.1,3.1,10.71,352
주암(본),20201226,0,219110.4,1024358.4,275.392,60.3,72.5,1,0.9,11.27,352
주암(본),20201227,7.2523,419644.8,1022371.2,274.789,60.1,88.5,3,0.1,2.11,352
주암(본),20201228,0,422668.8,1024358.4,274.188,60,85.6,4.4,1,11.54,352
주암(본),20201229,1.4682,220060.8,1020729.6,273.387,59.8,84.8,2.8,2.5,6.24,352
주암(본),20201230,0.2067,213062.4,1011916.8,272.588,59.7,78,-5.8,5.1,8.67,352
주암(본),20201231,1.7758,434160,1032134.4,271.99,59.5,70.7,-4.4,3.6,11.25,352
주암(조),20201201,0,432259.2,690854.4,181.622,76.6,50.8,2.6,2.2,12.07,210
주암(조),20201202,0,374371.2,632793.6,181.364,76.5,46.3,3.9,2.2,5.72,210
주암(조),20201203,0,439344,633052.8,181.17,76.4,52.5,3.8,3.9,11.95,210
주암(조),20201204,0,453686.4,648000,190.731,76.3,53.4,2.5,3.6,12.14,210
주암(조),20201205,0,375235.2,633139.2,180.719,76.2,61.6,2.8,2.1,11.8,210
주암(조),20201206,0,375494.4,633225.6,180.461,76.1,70.2,3.1,1.8,11.92,210
주암(조),20201207,0,439171.2,632966.4,190.019,76,68.5,5.1,2.3,7.06,210
주암(조),20201208,0,389404.8,647568,189.761,75.9,62.7,2.3,2.8,11.01,210
주암(조),20201209,0,439603.2,633052.8,189.568,75.8,62.1,1,1.4,11.75,210
주암(조),20201210,0,375062.4,632880,189.31,75.7,57.4,5,1.8,3.81,210
주암(조),20201211,0,440121.6,633312,189.117,75.7,81.3,4.8,1.1,7.71,210
주암(조),20201212,0,439862.4,632880,188.924,75.6,54.3,5,2.8,11.33,210
주암(조),20201213,0,375580.8,632793.6,188.666,75.5,69,2,2.8,7.54,210
주암(조),20201214,0,439948.8,632707.2,188.474,75.4,48.8,-2.7,3.9,9.76,210
주암(조),20201215,0,376272,633052.8,188.217,75.3,52.3,-3.8,3.5,11.96,210
주암(조),20201216,0,376444.8,632966.4,187.96,75.2,62.5,-3.8,3.2,11.81,210
주암(조),20201217,0.7481,377136,632793.6,177.959,75.1,60.3,-1.5,3,11.8,210
주암(조),20201218,0,0,632361.6,177.257,74.8,68.7,-0.3,2.1,9.13,210
주암(조),20201219,0,0,633312,176.557,74.5,36.7,-1.5,4,12.42,210
주암(조),20201220,0,0,633312,175.858,74.2,52.9,-0.1,2.8,10.52,210
주암(조),20201221,0,0,632880,175.16,74,67.8,-0.8,1.6,10.16,210
주암(조),20201222,0,119664,632620.8,174.654,69.9,82,-0.6,0.8,9.13,210
주암(조),20201223,0,443491.2,633139.2,174.465,69.8,82.8,0.8,0.7,8.12,210
주암(조),20201224,0,379900.8,632534.4,174.212,69.7,66.9,3.8,3.4,9.76,210
주암(조),20201225,0,380246.4,632707.2,173.959,69.6,68.6,1.1,3.1,10.71,210
주암(조),20201226,0,444096,633312,173.77,69.5,72.5,1,0.9,11.27,210
주암(조),20201227,7,444355.2,633484.8,173.581,69.4,88.5,3,0.1,2.11,210
주암(조),20201228,0,444009.6,632966.4,173.392,69.4,85.6,4.4,1,11.54,210
주암(조),20201229,2.2519,381196.8,633052.8,173.14,69.3,84.8,2.8,2.5,6.24,210
주암(조),20201230,0.7481,444787.2,633484.8,172.952,69.2,78,-5.8,5.1,8.67,210
주암(조),20201231,0,382060.8,633484.8,172.7,69.1,70.7,-4.4,3.6,11.25,210
충주,20201201,0,1331683.2,7118150.4,1689.69,61.4,63.8,-1.5,0.8,10.5,1789
충주,20201202,0.0433,2063404.8,7116940.8,1684.636,61.3,61.8,1.1,0.8,6.87,1789
충주,20201203,0,1352246.4,7116681.6,1678.872,61.1,57.5,-0.4,1.4,10.7,1789
충주,20201204,0,1364342.4,7117027.2,1673.119,60.8,63.4,-2.8,1.1,10.71,1789
충주,20201205,0,2094768,7118755.2,1668.095,60.7,75,-1.6,0.6,7.27,1789
충주,20201206,0,2103667.2,7118668.8,1663.08,60.5,76.5,0.7,0.9,7.93,1789
충주,20201207,0.019,851126.4,10140768,1653.791,60.1,69.3,1.3,1.2,3.7,1789
충주,20201208,0,2085004.8,9921225.6,1645.954,59.9,58.8,-2.3,1,10.91,1789
충주,20201209,0,1398211.2,9921484.8,1637.431,59.5,65.8,-2.1,0.7,9.29,1789
충주,20201210,0.0152,2129587.2,9919324.8,1629.641,59.3,68.5,3,0.6,5.74,1789
충주,20201211,0,1448668.8,9921225.6,1621.169,59,77.3,2.9,0.6,6.45,1789
충주,20201212,0,71107.2,9922348.8,1611.318,58.6,57.8,2,1.4,9.59,1789
충주,20201213,6.0363,2907619.2,9922176,1604.303,58.3,77.8,-2.3,1.3,0.74,1789
충주,20201214,0.0991,828403.2,9919929.6,1595.211,58,50.1,-8,2.1,11.16,1789
충주,20201215,0,1557360,9922003.2,1586.847,57.7,46.7,-9.9,1.5,11.32,1789
충주,20201216,0,888969.6,9920793.6,1577.815,57.4,54.5,-10.8,1.6,11.31,1789
충주,20201217,0,1612137.6,9921657.6,1569.505,57.1,62.4,-10.1,0.8,10.96,1789
충주,20201218,0.1466,949276.8,9921398.4,1560.533,56.8,70.4,-3.5,1,446,1789
충주,20201219,0,923702.4,7117027.2,1554.34,56.5,56.3,-7.9,1.3,11.16,1789
충주,20201220,0.0304,1624060.8,7116768,1548.847,56.3,63.4,-7.6,1,10.52,1789
충주,20201221,0,961372.8,7126617.6,1542.682,56.1,71.5,-5.4,0.7,8.64,1789
충주,20201222,0.0698,1564531.2,7117545.6,1537.129,55.9,81.5,-2.9,0.5,6.14,1789
충주,20201223,0,675129.6,7117113.6,1530.687,55.7,82,0.3,0.5,5.85,1789
충주,20201224,0.0341,2049753.6,7117286.4,1525.619,55.5,66.3,2.6,2,8.75,1789
충주,20201225,0.1824,863222.4,7117632,1519.365,55.3,58,-1.7,1.7,10.13,1789
충주,20201226,0.0304,1555632,7118668.8,1513.802,55.1,77.3,-0.6,0.7,7.7,1789
충주,20201227,0,1511049.6,7117632,1508.195,54.8,80.6,1.2,0.5,6.77,1789
충주,20201228,0,901065.6,7117804.8,1501.979,54.6,70.5,3.3,0.6,8.28,1789
충주,20201229,0.3488,1480032,7117977.6,1496.341,54.4,82.6,-0.3,1.3,4.8,1789
충주,20201230,0.0341,1435795.2,7117027.2,1490.659,54.2,53.1,-8.8,4.2,11.25,1789
충주,20201231,0,484444.8,7117459.2,1484.026,54,58.5,-9.9,1.4,9.34,1789
합천,20201201,0,328752,1327017.6,542.46,68.7,60.9,1.4,0.7,9.43,560
합천,20201202,0,325382.4,1322611.2,541.463,68.5,58.3,2.2,0.6,8.77,560
합천,20201203,0,326332.8,1322524.8,540.467,68.4,59.7,2.8,1.2,8.83,560
합천,20201204,0,328752,1323907.2,539.472,68.3,60.5,1.1,0.6,9.28,560
합천,20201205,0,329184,1323302.4,538.477,68.2,69.8,1.5,0.8,8.74,560
합천,20201206,0,329702.4,1322784,537.484,68,76.8,2.1,0.5,8.92,560
합천,20201207,0,330307.2,1322352,536.492,67.9,76.3,3.1,0.7,5.52,560
합천,20201208,0,328752,1319760,535.501,67.8,70,1.2,0.6,9.05,560
합천,20201209,0,332294.4,1322352,534.511,67.7,63.1,0.5,0.7,8.74,560
합천,20201210,0,333676.8,1322697.6,533.522,67.5,63.8,4,0.5,5.69,560
합천,20201211,0,334195.2,1322179.2,532.534,67.4,75.9,4.9,0.6,7.22,560
합천,20201212,0,138672,1322956.8,531.35,67.3,58.8,4.6,1.1,7.9,560
합천,20201213,0.5695,337651.2,1323475.2,530.364,67.1,59.8,2.9,1.6,6.3,560
합천,20201214,0,337910.4,1322697.6,529.379,67,32.9,-1.5,2,8.71,560
합천,20201215,0,143510.4,1323993.6,528.199,66.9,49.7,-5,1.2,8.89,560
합천,20201216,0,340156.8,1322870.4,527.216,66.7,57.4,-4.6,1.3,8.68,560
합천,20201217,0,143856,1321747.2,526.038,66.6,61.3,-3.7,0.8,8.68,560
합천,20201218,0,147139.2,1323648,524.862,66.4,64,-0.7,0.9,5.87,560
합천,20201219,0,342489.6,1321833.6,523.882,66.3,37.5,-0.9,1.4,8.82,560
합천,20201220,0,148089.6,1322092.8,522.708,66.2,57.2,-2.1,0.7,8.35,560
합천,20201221,0,468633.6,273024,522.904,66.19,70.5,-2,0.5,7.4,560
합천,20201222,0,236390.4,432000,522.708,66.17,76.2,-0.2,0.6,7.17,560
합천,20201223,0,2419.2,1175040,521.536,66,77.3,0.7,0.8,6.64,560
합천,20201224,0,98496,3413577.6,518.221,65.6,63.2,3.5,0.9,7.06,560
