dam_nm,obsr_de,rain_qy,inflow_qy,tot_dcwtr_qy,rsvwt_qy,dam_rsvwt_rt,avg_hmd,avg_tmr,avg_wv,snsn_sum,valid_rsvwt_cpcty_qy
군위,20190115,0,0,78796.8,27.127,55.7,52,2.8,3.1,6,40.1
김천부항,20190115,0.4237,7257.6,131500.8,38.926,71.7,64.8,-0.3,4.3,4.9,42.6
보현산,20190115,0,0,28166.4,9.263,41.9,54.6,2.3,3.1,10.5,17.88
합천,20190115,0,352857.6,1389225.6,576.811,73,54.2,1.8,1.8,8.8,560
남강,20190115,0,1235692.8,1235692.8,176.296,57,56.8,2.2,1.2,6.1,299.7
밀양,20190115,0,6220.8,130982.4,55.914,76,53.3,3,1.6,10,69.8
용담,20190115,0.116,79747.2,1012435.2,653.389,80.2,72,-0.9,1.8,5,672.52
대청,20190115,0.2879,665884.8,2521324.8,1096.007,73.6,66.7,0,1.9,2.8,790
보령,20190115,0.3886,88732.8,270604.8,75.746,64.8,69.3,0.7,1.3,4.9,108.7
부안,20190115,0,0,63849.6,33.85,67.3,71.1,1.3,2.1,2.5,35.6
섬진강,20190115,0,258508.8,258508.8,318.111,68.3,74.8,-0.9,2,8.1,429
주암(본),20190115,0,0,862790.4,313.979,68.7,71.5,2.3,3.4,10.1,352
주암(조),20190115,0,390441.6,588038.4,195.496,78.2,71.5,2.3,3.4,10.1,210
장흥,20190115,0,0,164851.2,96.804,50.7,71.1,2.3,3,7.8,171
충주,20190116,0,715824,9023702.4,2040.838,74.2,51.1,-6,1.6,10.4,1789
횡성,20190116,0,82857.6,135907.2,70.612,81.3,53,-7,1.1,7.6,73.4
소양강,20190116,0,274579.2,1289779.2,1854.062,63.9,53.9,-6.5,1.6,5.1,1900
안동,20190116,0,249350.4,1601251.2,910.45,73,44.7,-4.2,2.7,7.4,1000
임하,20190116,0,159494.4,554428.8,365.676,61.5,44.7,-4.2,2.7,7.4,424
성덕,20190116,0,0,31968,20.086,72,45.3,-4.4,2.9,7.1,24.8
영주,20190116,0,51321.6,48297.6,0.061,0.2,47.9,-5.2,4.6,10.2,160.4
군위,20190116,0,19094.4,78624,27.068,55.6,34.8,-1.9,3.8,7.8,40.1
김천부항,20190116,0,48816,131587.2,38.843,71.5,49,-4.9,4.5,6.9,42.6
보현산,20190116,0,3456,27907.2,9.239,41.8,36.3,-2.1,3.6,12.3,17.88
합천,20190116,0,147916.8,1390003.2,575.569,72.9,38,-1.9,1.2,10.4,560
남강,20190116,0,1234915.2,1234915.2,176.296,57,30,-0.7,1.4,8.1,299.7
밀양,20190116,0,0,129859.2,55.772,75.8,29.7,-0.7,1.3,12.7,69.8
용담,20190116,0.1351,444787.2,1066176,652.767,80.1,60,-5.4,1.2,7.2,672.52
대청,20190116,0,1272672,2508624,1094.771,73.5,47,-4,1.4,7,790
보령,20190116,0,31276.8,257904,75.519,64.6,57.8,-3.2,0.9,12.5,108.7
부안,20190116,0,15638.4,63331.2,33.802,67.2,64.7,-3,1.5,4.8,35.6
섬진강,20190116,0,61776,258508.8,317.914,68.2,58.6,-5.1,1.5,12.6,429
주암(본),20190116,0,195177.6,861753.6,313.312,68.6,55.5,-2.8,4.3,13.2,352
주암(조),20190116,0,324691.2,587865.6,195.233,78.1,55.5,-2.8,4.3,13.2,210
장흥,20190116,0,0,172281.6,96.585,50.6,51,-0.7,3.5,13.5,171
충주,20190117,0,1577836.8,9038822.4,2033.377,73.9,50.9,-1.2,1.6,9.2,1789
횡성,20190117,0,32659.2,138672,70.506,81.1,53.8,-2.6,1.2,8,73.4
소양강,20190117,0,786499.2,1294012.8,1853.554,63.9,58,-2.5,1.4,6.1,1900
안동,20190117,0,248572.8,1599264,909.099,72.8,49.2,0.1,2.4,6.4,1000
임하,20190117,0,167875.2,562464,365.282,61.4,49.2,0.1,2.4,6.4,424
성덕,20190117,0,8294.4,31968,20.063,71.9,57.9,-0.9,3,7.1,24.8
영주,20190117,0,59011.2,52963.2,0.067,0.2,49.4,-0.2,5.4,10.4,160.4
군위,20190117,0,18316.8,77328,27.009,55.5,47.5,1.4,3.4,5.9,40.1
김천부항,20190117,0,27993.6,131328,38.74,71.3,61,-0.9,5.1,2.5,42.6
보현산,20190117,0,11577.6,27820.8,9.223,41.7,48,1.4,3.3,10.9,17.88
합천,20190117,0,356832,1390521.6,574.535,72.7,57.3,-1.2,1.2,9.6,560
남강,20190117,0,1236902.4,1236902.4,176.296,57,50.3,-0.1,1.2,8.3,299.7
밀양,20190117,0,3542.4,127958.4,55.647,75.6,51.8,0,1.3,11.1,69.8
용담,20190117,0.4254,211766.4,1143158.4,651.836,80,71,-1.9,1.1,3.4,672.52
대청,20190117,0,1280188.8,2515276.8,1093.536,73.4,54.4,0.4,1.5,3.5,790
보령,20190117,0,83203.2,263952,75.338,64.5,68.3,0.9,0.6,4.4,108.7
부안,20190117,0,17712,65404.8,33.755,67.1,72.5,0.3,1.1,3.1,35.6
섬진강,20190117,0,61689.6,258422.4,317.717,68.2,71.5,-2.1,1.1,8.2,429
주암(본),20190117,0,192585.6,857952,312.647,68.4,65.4,1.2,3.6,12.6,352
주암(조),20190117,0,390960,588211.2,195.036,78,65.4,1.2,3.6,12.6,210
장흥,20190117,0,24105.6,170380.8,96.439,50.5,58.9,2,2.4,10.6,171
충주,20190118,0,1594080,9039772.8,2025.932,73.7,57,-2.3,0.9,10.9,1789
횡성,20190118,0,29116.8,135043.2,70.4,81,53.6,-3.8,0.7,7.6,73.4
소양강,20190118,0,784684.8,1292112,1853.047,63.9,54.5,-3.3,0.9,6.4,1900
안동,20190118,0,255830.4,1605225.6,907.749,72.7,46.9,0.3,1.1,8.1,1000
임하,20190118,0,0,563414.4,364.69,61.3,46.9,0.3,1.1,8.1,424
성덕,20190118,0,0,31968,20.027,71.8,59.8,-2.4,1.1,8.2,24.8
영주,20190118,0,51494.4,53136,0.291,0.2,35.2,0,3.7,11.2,160.4
군위,20190118,0,0,76809.6,26.931,55.3,45.3,2.6,1.6,7,40.1
김천부항,20190118,0,35078.4,117676.8,38.658,71.2,56.6,0.2,3.2,6.7,42.6
보현산,20190118,0,0,29030.4,9.19,41.6,44.1,1.9,1.7,12.6,17.88
합천,20190118,0,355968,1388534.4,573.503,72.6,63.7,0.1,0.7,10.2,560
남강,20190118,0,953942.4,1229904,176.02,56.9,56.8,0.6,0.5,8.3,299.7
밀양,20190118,0,22809.6,129340.8,55.541,75.5,51.6,1.1,0.5,12.5,69.8
용담,20190118,0,216518.4,1147219.2,650.905,79.9,72.7,-2.2,0.5,6.3,672.52
대청,20190118,0,1904601.6,2521584,1092.919,73.4,58.4,0.7,1,6.5,790
보령,20190118,0,93571.2,273888,75.158,64.3,72.5,1.2,0.6,10.4,108.7
부안,20190118,0,16070.4,63676.8,33.707,67,74.7,1.1,0.7,4.4,35.6
섬진강,20190118,0,258422.4,258422.4,317.717,68.2,73.7,-2,0.7,11.6,429
주암(본),20190118,0,195523.2,859766.4,311.983,68.3,66.1,2.2,2.4,12.5,352
주암(조),20190118,0,390873.6,587952,194.839,77.9,66.1,2.2,2.4,12.5,210
장흥,20190118,0,94867.2,167961.6,96.365,50.5,72.1,1.7,1.3,12.3,171
충주,20190119,0,1604188.8,9034588.8,2018.501,73.4,62.7,0,0.8,9.2,1789
횡성,20190119,0,79315.2,132278.4,70.347,81,61,-0.8,0.7,7.7,73.4
소양강,20190119,0,278294.4,1292803.2,1852.032,63.9,65.7,-1.6,0.7,3,1900
안동,20190119,0,0,1600732.8,905.952,72.6,54.2,1.4,0.6,6.2,1000
임하,20190119,0,169257.6,563155.2,364.297,61.2,54.2,1.4,0.6,6.2,424
성덕,20190119,0,0,31968,19.992,71.7,60.9,0.1,0.6,6.2,24.8
영주,20190119,0,51667.2,51667.2,0.291,0.2,56.3,-0.6,1,7.1,160.4
군위,20190119,0,21945.6,80438.4,26.872,55.2,46.1,4.3,0.9,5.4,40.1
김천부항,20190119,0,5875.2,129600,38.534,71,53.6,1.5,1.4,5.6,42.6
보현산,20190119,0,9417.6,33696,9.166,41.5,50.3,3.5,0.8,9.5,17.88
합천,20190119,0.6931,152236.8,1389744,572.265,72.4,55.1,3.3,0.6,7.5,560
남강,20190119,1.1075,1229990.4,1229990.4,176.02,56.9,60.9,3.5,0.6,5.4,299.7
밀양,20190119,0,4147.2,128217.6,55.417,75.3,52.7,4.2,0.5,10.2,69.8
용담,20190119,0.8588,522806.4,1142812.8,650.285,79.8,64.5,1.4,0.4,5.5,672.52
대청,20190119,0.0525,1279929.6,2513808,1091.685,73.3,59.8,2.1,0.7,5.1,790
보령,20190119,0,46915.2,271728,74.933,64.1,70.7,3.6,0.8,7.6,108.7
부안,20190119,2,14428.8,62035.2,33.659,66.9,75.8,2.2,0.5,2.4,35.6
섬진강,20190119,1.2123,258422.4,258422.4,317.717,68.2,73.1,1,0.5,7.7,429
주암(본),20190119,0.6566,0,851385.6,311.099,68.1,78.6,3,1,5.6,352
주암(조),20190119,0.7481,391219.2,588211.2,194.642,77.9,78.6,3,1,5.6,210
장흥,20190119,0,22118.4,168220.8,96.219,50.4,81.2,2.3,0.4,6.5,171
충주,20190120,0,1618963.2,9034156.8,2011.086,73.1,47,-0.3,2.7,11,1789
횡성,20190120,0,29894.4,135648,70.241,80.8,45.3,-0.8,1.9,8,73.4
소양강,20190120,0,282182.4,1296345.6,1851.018,63.8,51.3,-1.4,2,6.4,1900
안동,20190120,0,252633.6,1599091.2,904.606,72.5,39.2,1.5,3.3,7.9,1000
임하,20190120,0,0,564537.6,363.706,61.1,39.2,1.5,3.3,7.9,424
성덕,20190120,0,0,31968,19.944,71.5,41.8,1.2,3.2,7.3,24.8
영주,20190120,0,45100.8,48384,0.288,0.2,39.9,0.6,5.6,10.8,160.4
군위,20190120,0,0,80265.6,26.775,55,41.1,3.6,4.3,7.5,40.1
김천부항,20190120,0.4298,26784,129772.8,38.431,70.8,43.3,0.8,5.2,7.5,42.6
보현산,20190120,0,0,32572.8,9.126,41.3,40.2,3.4,3.9,12.2,17.88
합천,20190120,0.8343,359942.4,1389830.4,571.235,72.3,54,3.6,1.7,10.4,560
남강,20190120,0.7582,1226448,1226448,176.02,56.9,52.1,3.8,1.8,7.7,299.7
밀양,20190120,0.3928,0,127008,55.275,75.1,50.5,4.5,1.7,11.7,69.8
용담,20190120,1.6071,212544,1141948.8,649.356,79.7,52.6,0.7,2.1,7.3,672.52
대청,20190120,0.2853,638323.2,2487542.4,1089.835,73.1,47.8,0.8,2.5,7.6,790
보령,20190120,0,75686.4,255052.8,74.754,64,55.5,1.2,1.7,13,108.7
부안,20190120,0.6561,0,62640,33.564,66.7,64.6,1.7,2.6,3.9,35.6
섬진강,20190120,0.8929,61776,258422.4,317.521,68.1,66.5,0,2.8,12.3,429
주암(본),20190120,0.1284,177724.8,839289.6,310.437,67.9,68.8,2,4.1,13,352
주암(조),20190120,0,390441.6,587260.8,194.445,77.8,68.8,2,4.1,13,210
장흥,20190120,0,18144,164160,96.073,50.3,63.8,3.5,4.1,12.7,171
충주,20190121,0,1642377.6,9042278.4,2003.686,72.9,53.1,-2.3,1.5,6.4,1789
횡성,20190121,0,29116.8,134784,70.135,80.7,60.6,-5.1,1.3,4.5,73.4
소양강,20190121,0,1293926.4,1293926.4,1851.018,63.8,70.9,-5.5,1,2.3,1900
안동,20190121,0,251942.4,1597190.4,903.26,72.4,42.9,-0.1,3.2,8.5,1000
임하,20190121,0,163296,556416,363.313,61.1,42.9,-0.1,3.2,8.5,424
성덕,20190121,0,0,31968,19.909,71.4,44.5,-0.8,3.3,7.9,24.8
영주,20190121,0,44582.4,44582.4,0.288,0.2,44.1,-1.2,6.5,10.3,160.4
군위,20190121,0,2419.2,80179.2,26.697,54.8,37.7,1.7,3.4,7.8,40.1
김천부항,20190121,0,26956.8,129859.2,38.328,70.6,50.8,-0.5,5.4,7.7,42.6
보현산,20190121,0,0,31017.6,9.094,41.1,37.8,1.5,4,13.2,17.88
합천,20190121,0,155865.6,1390176,570.001,72.2,46.5,0.5,1.3,11.1,560
남강,20190121,0,960076.8,1236297.6,175.7437,56.8,53.5,-0.4,0.7,8.5,299.7
밀양,20190121,0,23760,129859.2,55.169,75,38,0.9,1.1,13.3,69.8
용담,20190121,0.125,214012.8,1142726.4,648.427,79.6,63.5,-1.8,1.4,7.2,672.52
대청,20190121,0,1303776,2535580.8,1088.604,73.1,49.9,-0.1,6,6.1,790
보령,20190121,0,80352,259286.4,74.575,63.8,59.3,1.4,1.1,10.2,108.7
부안,20190121,0,38880,62640,33.541,66.7,63.9,0.9,1.6,4.4,35.6
섬진강,20190121,0,258422.4,258422.4,317.521,68.1,71.4,-2.5,1.3,10.3,429
주암(본),20190121,0,187401.6,847843.2,309.777,67.8,63.9,1.3,3.8,13.9,352
주암(조),20190121,0,391046.4,587779.2,194.248,77.7,63.9,1.3,3.8,13.9,210
장흥,20190121,0,14083.2,160012.8,95.927,50.2,59,2.8,2.5,13.6,171
충주,20190122,0,2467152,9032083.2,1997.121,72.6,64.2,-0.1,1.2,9.8,1789
횡성,20190122,0,32918.4,138499.2,70.03,80.6,71.7,-2.4,1.1,6.3,73.4
소양강,20190122,0,280972.8,1294790.4,1850.004,63.8,74.2,-2,1.4,5.2,1900
안동,20190122,0,255916.8,1599868.8,901.917,72.3,54.3,2.7,1.8,8.2,1000
임하,20190122,0.0552,0,551836.8,362.724,61,54.3,2.7,1.8,8.2,424
성덕,20190122,0,8380.8,31968,19.885,71.3,56.3,1.7,2.3,8.1,24.8
영주,20190122,0,46224,46224,0.288,0.2,50.2,2.7,4.4,10.9,160.4
군위,20190122,0,2419.2,80092.8,26.619,54.7,46.5,3.8,1.5,7.5,40.1
김천부항,20190122,0,6825.6,130118.4,38.205,70.4,51.3,3.1,5.1,7.4,42.6
보현산,20190122,0,12960,29030.4,9.077,41.1,45.8,4,2.4,12.9,17.88
합천,20190122,0,362707.2,1390003.2,568.974,72,54.5,2.2,1.1,10.8,560
남강,20190122,0,1235952,1235952,175.744,56.8,62.3,0.4,0.6,8.2,299.7
밀양,20190122,0,6048,129600,55.045,74.8,55.7,0.9,0.5,13,69.8
용담,20190122,0,215827.2,1143763.2,647.499,79.5,66,0.4,1.3,7.4,672.52
대청,20190122,0,1294358.4,2525299.2,1087.373,73,56.6,3.1,1.2,6.2,790
보령,20190122,0,63331.2,241833.6,74.396,63.6,72.6,2.4,0.9,12.5,108.7
부안,20190122,0,0,63590.4,33.469,66.5,66,2.5,1,4.6,35.6
섬진강,20190122,0,61862.4,258508.8,317.324,68.1,71.9,-1.1,1,11.7,429
주암(본),20190122,0.3394,195523.2,854841.6,309.117,67.6,57.3,3,2.1,12.9,352
주암(조),20190122,0,392083.2,588643.2,194.052,77.6,57.3,3,2.1,12.9,210
장흥,20190122,0,11404.8,157248,95.782,50.2,66.8,2.4,1.6,13.1,171
충주,20190123,0,1667779.2,9038822.4,1989.75,72.4,58.5,0.1,1.6,10,1789
횡성,20190123,0,30585.6,136080,69.924,80.5,60.4,-1.2,1.2,7.9,73.4
소양강,20190123,0,786240,1292976,1849.498,63.8,61.6,-1,1.3,5.9,1900
안동,20190123,0,258595.2,1601337.6,900.574,72.2,50.4,2.6,2.2,7.2,1000
임하,20190123,0,161222.4,553651.2,362.332,60.9,50.4,2.6,2.2,7.2,424
성덕,20190123,0,0,31968,19.85,71.2,51.9,2.4,2.5,6.5,24.8
영주,20190123,0,44409.6,44409.6,0.288,0.2,44.6,3.3,5.3,9.2,160.4
군위,20190123,0,21772.8,80006.4,26.561,54.5,41.4,4.1,2.2,6.7,40.1
김천부항,20190123,0,48124.8,130204.8,38.123,70.2,45.7,3.7,5,6.5,42.6
보현산,20190123,0,0,28598.4,9.045,40.9,38.8,4.3,2.5,11.2,17.88
합천,20190123,0,363830.4,1390003.2,567.947,71.9,57.4,2.8,1.2,9.9,560
남강,20190123,0,1235260.8,1235260.8,175.744,56.8,55,2,0.7,7.7,299.7
밀양,20190123,0,5443.2,128822.4,54.922,74.6,53.8,1.8,0.7,11.7,69.8
용담,20190123,0,216864,1144022.4,646.572,79.3,59.9,1.1,1.2,6.8,672.52
대청,20190123,0,1302652.8,2532729.6,1086.143,72.9,52.5,2.7,1.6,6.8,790
보령,20190123,0,22464,245030.4,74.174,63.5,66,3.2,0.9,11.3,108.7
부안,20190123,0,16156.8,63504,33.422,66.5,68,3.5,1.4,4.3,35.6
섬진강,20190123,0,258249.6,258249.6,317.324,68.1,70.5,0,1.4,10.3,429
주암(본),20190123,0,0,846374.4,308.24,67.5,66.8,3.4,2.5,12.4,352
주암(조),20190123,0,391478.4,587952,193.855,77.5,66.8,3.4,2.5,12.4,210
장흥,20190123,0,19008,164678.4,95.636,50.1,63.4,4.1,2.2,12.5,171
충주,20190124,0,1672531.2,9028540.8,1982.394,72.1,45.7,-2.2,1,11.6,1789
횡성,20190124,0,83980.8,136684.8,69.872,80.4,50.6,-3.1,0.8,8.1,73.4
소양강,20190124,0,813456,1320105.6,1848.991,63.8,52.1,-3,0.9,6.6,1900
안동,20190124,0,286156.8,1627603.2,899.232,72.1,44,0.2,0.9,8.3,1000
임하,20190124,0,158457.6,550627.2,361.939,60.8,44,0.2,0.9,8.3,424
성덕,20190124,0,0,31968,19.815,71,54.6,-2.4,0.7,8.2,24.8
영주,20190124,0,42940.8,42940.8,0.288,0.2,40.2,-0.4,2.7,11.1,160.4
군위,20190124,0,21859.2,80006.4,26.503,54.4,28.3,3.1,1.6,7.9,40.1
김천부항,20190124,0,27820.8,130291.2,38.02,70,30.4,0,2.9,8.1,42.6
보현산,20190124,0,4233.6,28252.8,9.021,40.8,39,0.9,1.2,13,17.88
합천,20190124,0,159494.4,1389312,566.718,71.7,52.3,0.4,0.7,11.7,560
남강,20190124,0,1227916.8,1227916.8,175.744,56.8,51,0.8,0.5,9,299.7
밀양,20190124,0,3196.8,126489.6,54.799,74.5,41,1,0.6,13,69.8
용담,20190124,0,216259.2,1142726.4,645.645,79.2,53.1,-2.1,0.7,8,672.52
대청,20190124,0,1898899.2,2513635.2,1085.528,72.9,34.1,1.1,1.4,7.9,790
보령,20190124,0,56505.6,234144,73.996,63.3,49.2,-0.1,6.6,13.7,108.7
부안,20190124,0,15465.6,62812.8,33.375,66.4,56.3,0.4,1,5.3,35.6
섬진강,20190124,0,258422.4,258422.4,317.324,68.1,58.9,-2,0.9,13.9,429
주암(본),20190124,0,191548.8,848188.8,307.584,67.3,43.2,2.5,2.8,14.1,352
주암(조),20190124,0,391478.4,587779.2,193.659,77.5,43.2,2.5,2.8,14.1,210
장흥,20190124,0,19008,164592,95.49,50,45.2,2.9,1.7,14.7,171
충주,20190125,0,881107.2,9036662.4,1974.238,71.8,45.5,-3.1,1.9,11.1,1789
횡성,20190125,0,27907.2,133315.2,69.766,80.3,44.5,-3.9,1.4,8.3,73.4
소양강,20190125,0,281404.8,1294531.2,1847.978,63.7,46.6,-3.9,1.2,6.5,1900
안동,20190125,0,0,1598745.6,897.446,71.9,42.9,-1.3,2.3,8.1,1000
임하,20190125,0,0,554083.2,361.352,60.7,42.9,-1.3,2.3,8.1,424
성덕,20190125,0,0,31968,19.779,70.9,48.3,-2.8,2.5,7.4,24.8
영주,20190125,0,42595.2,44236.8,0.286,0.2,33.4,-0.9,5,10.8,160.4
군위,20190125,0,2505.6,79920,26.426,54.3,34.4,1.1,2.8,6.3,40.1
김천부항,20190125,0,7603.2,130464,37.897,69.8,36.4,-1.3,3.9,6.6,42.6
보현산,20190125,0,0,28166.4,8.989,40.7,36.3,0.2,2.5,9.6,17.88
합천,20190125,0,160358.4,1389312,565.489,71.6,47.4,-0.8,1.2,5.5,560
남강,20190125,0,1232150.4,1232150.4,175.744,56.8,46.6,0.3,1.5,5.1,299.7
밀양,20190125,0,5788.8,128908.8,54.676,74.3,41,-0.2,1.4,6,69.8
용담,20190125,0,218246.4,1143936,644.72,79.1,54,-2.8,1.7,6.7,672.52
대청,20190125,0,686620.8,2529619.2,1083.685,72.7,40.5,-0.6,4.9,7.6,790
보령,20190125,0.7193,20390.4,241833.6,73.775,63.1,52.9,-0.2,6.4,12.3,108.7
부안,20190125,0,0,63158.4,33.28,66.2,61.9,-0.1,5.2,2.6,35.6
섬진강,20190125,0,61689.6,258336,317.127,68.1,66.3,-3,1.8,8.5,429
주암(본),20190125,0,178329.6,833846.4,306.928,67.2,54.3,0.7,3.4,9.4,352
주암(조),20190125,0,522115.2,587606.4,193.5935,77.4,54.3,0.7,3.4,9.4,210
장흥,20190125,0,0,169516.8,95.272,49.9,62.5,0.6,3.4,7.2,171
충주,20190126,0,1711670.4,9035712,1966.914,71.5,42.4,-4.9,1.6,12.4,1789
횡성,20190126,0,81302.4,133920,69.714,80.2,46,-5.5,1.1,8.6,73.4
소양강,20190126,0,787276.8,1293667.2,1847.471,63.7,50,-4.9,1,6.9,1900
안동,20190126,0,264470.4,1602979.2,896.107,71.8,31.7,-2.2,2,8.9,1000
임하,20190126,0,164246.4,555638.4,360.96,60.7,31.7,-2.2,2,8.9,424
성덕,20190126,0,0,31968,19.744,70.8,42.8,-4.3,1.8,8.3,24.8
영주,20190126,0,42336,42336,0.286,0.2,28.7,-2.5,5.4,12,160.4
군위,20190126,0,2505.6,79833.6,26.348,54.1,25.2,-0.3,3.3,8.4,40.1
김천부항,20190126,0,28512,130723.2,37.795,69.6,31.5,-3.2,4.6,8.3,42.6
보현산,20190126,0,4147.2,28080,8.965,40.6,25,-0.6,2.8,13.7,17.88
합천,20190126,0,368496,1390694.4,564.467,71.5,30.8,-1.1,1.5,12.5,560
남강,20190126,0,962928,1238630.4,175.468,56.8,28.8,-0.4,2.1,8.9,299.7
밀양,20190126,0,5961.6,128908.8,54.553,74.1,28.1,-0.9,1.6,13.7,69.8
용담,20190126,0,220233.6,1145145.6,643.795,79,45.8,-4,1.4,8,672.52
대청,20190126,0,1265155.2,2492812.8,1082.457,72.7,35.7,-2.1,2.6,8.2,790
보령,20190126,0,62380.8,239155.2,73.598,63,49.1,-2,2.6,14.1,108.7
부안,20190126,0,15206.4,62380.8,33.233,66.1,53.5,-1.5,3,5.2,35.6
섬진강,20190126,0,61776,258336,316.931,68,54.7,-4.3,1.7,13.9,429
주암(본),20190126,0,149990.4,804384,306.274,67,49.6,-1.5,3.8,14,352
주암(조),20190126,0,262569.6,589593.6,193.2667,77.3,49.6,-1.5,3.8,14,210
장흥,20190126,0,20217.6,165542.4,95.127,49.8,48.5,0.6,3.9,14.7,171
충주,20190127,0,918432,9038476.8,1958.794,71.2,55.5,-3.9,0.8,11.3,1789
횡성,20190127,0,23760,128995.2,69.608,80.1,53.6,-4,1,8.5,73.4
소양강,20190127,0,282787.2,1295395.2,1846.459,63.7,56.6,-3.2,1.7,6.4,1900
안동,20190127,0,263433.6,1600646.4,894.77,71.7,45.8,-1.8,1.3,8.5,1000
임하,20190127,0,0,554169.6,360.374,60.6,45.8,-1.8,1.3,8.5,424
성덕,20190127,0,0,31622.4,19.709,70.6,50,-3.8,1.2,8.4,24.8
영주,20190127,0,44928,43286.4,0.288,0.2,44,-3.2,3,11.2,160.4
군위,20190127,0,2592,79833.6,26.271,53.9,34,0.6,1.6,8.4,40.1
김천부항,20190127,0,8294.4,130809.6,37.673,69.4,42.7,-0.9,4.4,8.5,42.6
보현산,20190127,0,4320,28339.2,8.9416,40.4,37,-0.7,1.5,14.2,17.88
합천,20190127,0,368755.2,1389830.4,563.446,71.3,44.7,-1.5,0.7,12.6,560
남강,20190127,0,1231632,1231632,175.468,56.8,47.9,-1.5,0.8,9.1,299.7
밀양,20190127,0,22723.2,127958.4,54.447,74,41.8,-1.6,0.6,14.2,69.8
용담,20190127,0,0,1146700.8,642.563,78.8,60,-3.1,1,8.2,672.52
대청,20190127,0,1894233.6,2507760,1081.844,72.6,54.3,-0.9,6.1,7.9,790
보령,20190127,0,16156.8,236563.2,73.378,62.8,66.7,-0.2,5.9,13.8,108.7
부안,20190127,0,36979.2,60566.4,33.209,66,67.5,-0.6,6.4,5.5,35.6
섬진강,20190127,0,258249.6,258249.6,316.931,68,66.2,-3.9,0.9,14.3,429
주암(본),20190127,0,0,773020.8,305.403,66.8,55.7,0.5,3.1,14.7,352
주암(조),20190127,0,329529.6,590544,193.0055,77.2,55.7,0.5,3.1,14.7,210
장흥,20190127,0,12873.6,158112,94.982,49.7,61.1,1.5,1.7,15.2,171
충주,20190128,0.1169,2548886.4,9031478.4,1952.312,71,54.1,0.6,2.5,11.3,1789
횡성,20190128,0,30758.4,135907.2,69.503,80,49,0.9,2.2,8.7,73.4
소양강,20190128,0,790128,1296259.2,1845.953,63.7,48.5,1.4,2.1,6.4,1900
안동,20190128,0,0,1600214.4,892.989,71.6,44.6,2.4,3.2,8,1000
임하,20190128,0,0,551923.2,359.788,60.5,44.6,2.4,3.2,8,424
성덕,20190128,0,0,31968,19.674,70.5,46.3,1.7,4,7.5,24.8
영주,20190128,0,44496,44496,0.288,0.2,44.9,1.2,4.8,11.2,160.4
군위,20190128,0,2764.8,79747.2,26.194,53.8,36.6,3,2.7,6.9,40.1
김천부항,20190128,0,49334.4,130896,37.591,69.2,48.6,1.7,5,7,42.6
보현산,20190128,0,0,28252.8,8.91,40.3,36,3.1,3,11.1,17.88
합천,20190128,0,574646.4,1390694.4,562.63,71.2,38.9,4.1,2.2,10.7,560
남강,20190128,0,1231718.4,1231718.4,175.468,56.8,46.1,1.6,1.6,7.8,299.7
밀양,20190128,0,0,130723.2,54.307,73.8,38.5,2,1.8,10.9,69.8
용담,20190128,1.1069,224121.6,1147305.6,641.64,78.7,55.2,2.1,2.4,7.2,672.52
대청,20190128,0.3562,680486.4,2519769.6,1080.004,72.5,53.3,2,2.1,7.4,790
보령,20190128,0.7193,74822.4,250732.8,73.202,62.6,55,3.2,1.6,12.8,108.7
부안,20190128,0,0,63331.2,33.115,65.8,59.5,3.3,2.2,4.4,35.6
섬진강,20190128,0,61862.4,258422.4,316.734,68,61,0.5,1.8,10.6,429
주암(본),20190128,0,156556.8,808358.4,304.751,66.7,61.2,2.9,3.5,10,352
주암(조),20190128,0,326160,587088,192.745,77.1,61.2,2.9,3.5,10,210
장흥,20190128,0,19008,164073.6,94.836,49.7,59.6,3.3,2.8,10.5,171
충주,20190129,0,1754092.8,9032774.4,1945.033,70.7,50,-2.6,1,12.3,1789
횡성,20190129,0,26265.6,131328,69.398,79.9,47,-3.1,0.8,8.6,73.4
소양강,20190129,0,285552,1297641.6,1844.941,63.6,51.2,-3,0.9,6.8,1900
안동,20190129,0,453513.6,1787788.8,891.655,71.5,49.7,-1.1,0.6,8.7,1000
임하,20190129,0,161740.8,552009.6,359.398,60.4,49.7,-1.1,0.6,8.7,424
성덕,20190129,0,8294.4,31708.8,19.65,70.4,53.7,-2.7,0.6,8.5,24.8
영주,20190129,0,40867.2,42508.8,0.286,0.2,43.2,-3,1.3,11.7,160.4
군위,20190129,0,21945.6,79660.8,26.1363,53.7,39.3,1.6,1,8.1,40.1
김천부항,20190129,0,29116.8,131155.2,37.489,69,40.3,-0.6,1.6,8.5,42.6
보현산,20190129,0,4579.2,28598.4,8.886,40.2,45.3,0,0.8,13.7,17.88
합천,20190129,0,369964.8,1388966.4,561.611,71.1,48.3,-0.4,0.6,12.3,560
남강,20190129,0,1098489.6,1098489.6,175.468,56.8,48.9,0.2,0.7,8.8,299.7
밀양,20190129,0,26265.6,131155.2,54.202,73.6,47,0.4,0.6,13.6,69.8
용담,20190129,0,221356.8,1143763.2,640.717,78.6,56.5,-2.1,0.9,8.3,672.52
대청,20190129,0,1915747.2,2528409.6,1079.392,72.4,41.3,0.4,1.1,8.3,790
보령,20190129,0,91411.2,266976,73.026,62.5,55.1,-0.8,5.5,14.6,108.7
