dam_nm,year,month,pH,TOC,SS,DO,TP,Chl-a,tot_coli,fec_coli,grade
용담,2020,5,7.6,1.7,0.8,9.8,0.0075,0.8,42.0,0.0,Ia
용담,2020,6,7.3,1.9,0.8,8.1,0.006,1.4,615.0,0.0,II
용담,2020,7,7.6,2.2,0.5,7.5,0.009,0.6,410.0,0.0,Ib
용담,2020,8,7.1,2.0,19.0,7.4,0.0483,3.6,1537.0,0.0,V
용담,2020,9,7.2,1.8,6.9,7.4,0.0205,3.2,1355.0,0.0,III
용담,2020,10,7.1,1.7,5.4,6.1,0.0248,3.9,146.0,0.0,III
용담,2020,11,7.0,1.7,3.6,7.4,0.018,3.0,162.0,0.0,Ib
용담,2020,12,7.3,1.7,3.6,8.7,0.016,3.8,109.0,0.0,Ib
임하,2019,1,7.4,4.8,1.5,10.0,0.0277,0.4,38.0,0.0,III
임하,2019,2,7.6,4.8,0.8,10.9,0.0263,0.4,51.0,0.0,III
임하,2019,3,7.7,4.6,1.1,10.8,0.019,0.4,38.0,0.0,III
임하,2019,4,7.8,4.2,0.8,10.1,0.0217,0.3,56.0,0.0,III
임하,2019,5,7.2,4.1,0.8,10.2,0.0163,0.3,49.0,0.0,III
임하,2019,6,7.6,4.0,0.9,9.5,0.0163,1.0,53.0,0.0,II
임하,2019,7,7.4,4.1,1.3,7.0,0.0207,1.5,52.0,1.0,III
임하,2019,8,8.1,4.1,1.3,6.8,0.023,1.5,53.0,0.0,III
임하,2019,9,7.5,3.7,1.1,6.0,0.0193,1.3,54.0,0.0,II
임하,2019,10,7.1,5.2,17.4,5.8,0.028,1.6,44.0,0.0,V
임하,2019,11,6.9,4.3,2.7,5.8,0.0207,1.7,41.0,0.0,III
임하,2019,12,6.3,3.6,1.7,7.0,0.02,1.8,21.0,0.0,IV
임하,2020,1,6.9,4.1,1.0,8.2,0.0197,1.4,15.0,0.0,III
임하,2020,2,7.4,4.4,0.9,10.0,0.0183,1.3,9.0,0.0,III
임하,2020,3,7.1,3.5,1.2,10.0,0.018,1.1,2.0,0.0,II
임하,2020,4,7.4,4.4,0.8,10.6,0.0133,0.8,1.0,0.0,III
임하,2020,5,7.4,3.5,0.8,8.9,0.012,1.2,0.0,0.0,II
임하,2020,6,6.9,3.4,0.7,8.6,0.0127,1.1,3.0,0.0,II
임하,2020,7,7.7,3.5,0.7,7.4,0.0143,0.9,5.0,1.0,II
임하,2020,8,7.6,4.4,1.2,6.2,0.0193,1.0,8.0,1.0,III
임하,2020,9,6.9,6.4,146.3,6.0,0.0263,1.0,6.0,1.0,V
임하,2020,10,6.6,5.6,12.0,6.0,0.0257,1.6,4.0,0.0,IV
임하,2020,11,7.3,5.4,14.3,7.4,0.022,0.4,4.0,0.0,IV
임하,2020,12,7.2,6.5,9.3,8.4,0.0243,0.5,2.0,0.0,V
장흥,2019,1,6.8,1.8,2.2,10.3,0.0148,5.5,57.0,0.0,Ib
장흥,2019,2,6.5,1.8,2.6,11.6,0.0128,7.3,8.0,0.0,Ib
장흥,2019,3,6.1,1.6,0.9,11.9,0.0113,8.8,1.0,0.0,IV
장흥,2019,4,7.1,1.8,2.0,11.4,0.016,9.6,39.0,1.0,II
장흥,2019,5,7.6,1.9,1.0,10.3,0.0173,4.9,505.0,1.0,II
장흥,2019,6,8.2,2.0,1.3,13.6,0.0175,8.4,16.0,0.0,Ib
장흥,2019,7,8.2,2.1,1.3,7.0,0.0195,2.1,213.0,0.0,Ib
장흥,2019,8,7.5,2.1,2.6,6.0,0.023,4.9,253.0,0.0,II
장흥,2019,9,7.4,2.0,1.9,6.2,0.0195,5.6,653.0,0.0,II
장흥,2019,10,6.8,2.1,2.4,6.4,0.0073,5.5,59.0,0.0,Ib
장흥,2019,11,6.6,1.9,1.7,7.4,0.0243,7.9,138.0,0.0,II
장흥,2019,12,7.2,2.0,1.6,8.7,0.0135,2.4,58.0,0.0,Ib
장흥,2020,1,7.2,1.9,1.8,10.1,0.0125,1.8,55.0,0.0,Ib
장흥,2020,2,6.6,1.9,1.4,10.9,0.0168,2.8,20.0,0.0,Ib
장흥,2020,3,6.9,1.9,0.9,11.4,0.0198,7.4,368.0,0.0,Ib
장흥,2020,4,6.8,1.7,1.0,11.6,0.0223,9.2,301.0,1.0,II
장흥,2020,5,7.2,1.7,1.6,10.8,0.012,9.7,233.0,0.0,II
장흥,2020,6,7.4,1.9,1.4,10.2,0.0095,9.3,195.0,0.0,II
장흥,2020,7,8.2,1.9,0.7,6.8,0.0125,1.7,1103.0,1.0,III
장흥,2020,8,8.8,1.8,0.7,7.4,0.015,2.7,1310.0,1.0,la
장흥,2020,9,6.8,1.8,1.9,7.1,0.0188,5.8,2132.0,0.0,III
장흥,2020,10,8.0,1.8,1.8,6.6,0.0053,5.6,2132.0,7.0,III
장흥,2020,11,8.1,1.7,1.8,8.2,0.0168,7.3,2132.0,5.0,III
장흥,2020,12,6.9,1.7,1.7,9.7,0.0083,5.6,1755.0,4.0,III
주암(본),2019,1,7.2,2.1,1.5,10.2,0.013,2.5,49.0,0.0,Ib
주암(본),2019,2,7.8,2.1,1.7,11.1,0.0103,3.4,16.0,1.0,Ib
주암(본),2019,3,7.6,1.7,2.3,11.5,0.0167,5.2,16.0,1.0,Ib
주암(본),2019,4,7.8,1.8,1.9,11.3,0.0193,4.9,26.0,1.0,Ib
주암(본),2019,5,7.4,1.9,1.8,8.7,0.0173,2.9,59.0,2.0,Ib
주암(본),2019,6,7.5,2.1,1.5,8.0,0.0153,2.7,95.0,5.0,Ib
주암(본),2019,7,6.7,2.4,2.7,6.5,0.017,2.2,158.0,8.0,Ib
주암(본),2019,8,7.3,2.5,4.5,5.8,0.017,9.3,430.0,13.0,II
주암(본),2019,9,6.8,2.2,2.0,3.5,0.018,4.1,446.0,12.0,IV
주암(본),2019,10,6.9,2.0,6.5,5.8,0.019,6.9,462.0,12.0,III
주암(본),2019,11,6.9,2.2,6.7,6.1,0.0193,5.6,119.0,5.0,III
주암(본),2019,12,7.1,2.0,1.2,8.0,0.015,1.3,97.0,2.0,Ib
주암(본),2020,1,7.4,1.9,1.0,10.3,0.0093,1.5,89.0,1.0,Ib
주암(본),2020,2,7.5,1.8,1.1,11.1,0.0097,1.4,34.0,1.0,Ib
주암(본),2020,3,7.5,1.8,1.2,11.4,0.0103,1.1,20.0,0.0,Ib
주암(본),2020,4,7.6,1.6,2.0,10.9,0.013,0.8,156.0,1.0,Ib
주암(본),2020,5,7.6,1.6,1.0,9.9,0.0073,0.8,218.0,2.0,Ib
주암(본),2020,6,7.1,1.7,1.7,9.0,0.0103,1.6,224.0,2.0,Ib
주암(본),2020,7,7.8,2.1,2.3,7.0,0.0153,2.8,343.0,4.0,Ib
주암(본),2020,8,7.8,2.1,4.1,6.8,0.028,7.2,861.0,11.0,II
주암(본),2020,9,7.3,2.0,5.9,5.9,0.0287,5.0,945.0,13.0,III
주암(본),2020,10,7.0,1.7,3.0,6.0,0.014,2.6,330.0,6.0,Ib
주암(본),2020,11,7.1,1.6,2.4,7.4,0.013,7.8,142.0,1.0,Ib
주암(본),2020,12,6.9,1.5,2.1,9.3,0.012,5.4,49.0,2.0,Ib
주암(조),2019,1,7.8,1.4,1.4,9.1,0.013,2.2,18.0,0.0,Ib
주암(조),2019,2,7.6,1.5,1.8,11.0,0.005,2.2,6.0,0.0,Ib
주암(조),2019,3,7.8,1.3,1.3,10.8,0.0135,1.9,13.0,0.0,Ib
주암(조),2019,4,7.2,1.6,1.3,11.9,0.016,1.9,28.0,1.0,Ib
주암(조),2019,5,7.3,1.5,1.4,10.2,0.0065,2.9,41.0,3.0,Ib
주암(조),2019,6,7.8,1.7,1.3,9.1,0.011,1.8,85.0,4.0,Ib
주암(조),2019,7,6.8,1.6,2.3,8.3,0.011,2.5,131.0,4.0,Ib
주암(조),2019,8,7.3,1.7,2.7,7.1,0.0155,3.1,268.0,14.0,Ib
주암(조),2019,9,7.1,1.7,1.2,4.9,0.0125,2.1,155.0,6.0,IV
주암(조),2019,10,7.3,1.6,1.5,5.2,0.0175,1.2,211.0,37.0,Ib
주암(조),2019,11,7.0,1.5,1.9,5.8,0.022,3.9,89.0,1.0,II
주암(조),2019,12,7.3,1.4,1.2,10.4,0.0105,1.4,24.0,1.0,Ib
주암(조),2020,1,8.0,1.4,1.1,10.0,0.008,2.0,11.0,0.0,Ib
주암(조),2020,2,7.7,1.4,1.5,10.7,0.0125,1.3,5.0,0.0,Ib
주암(조),2020,3,7.6,1.4,1.0,11.3,0.01,1.1,10.0,0.0,Ia
주암(조),2020,4,7.7,1.3,1.5,11.4,0.012,0.9,117.0,2.0,Ib
주암(조),2020,5,6.9,1.2,1.2,10.3,0.0095,1.0,241.0,2.0,Ib
주암(조),2020,6,7.3,1.3,1.5,9.3,0.007,1.9,213.0,2.0,Ib
주암(조),2020,7,7.7,1.3,2.7,8.4,0.0095,1.5,378.0,2.0,Ib
주암(조),2020,8,7.4,1.4,1.6,7.4,0.0185,0.7,741.0,6.0,II
주암(조),2020,9,7.5,1.3,6.2,6.6,0.029,0.6,939.0,8.0,III
주암(조),2020,10,6.8,1.4,3.4,5.8,0.0125,1.2,360.0,4.0,Ib
주암(조),2020,11,7.2,1.2,2.6,7.4,0.0095,5.5,120.0,1.0,Ib
주암(조),2020,12,6.3,1.2,2.7,8.4,0.0105,9.9,36.0,3.0,IV
충주,2019,1,8.0,1.5,1.3,11.3,0.0078,2.0,20.0,0.0,Ib
충주,2019,2,8.2,1.5,0.6,12.4,0.0105,2.4,4.0,0.0,Ib
충주,2019,3,8.2,1.7,1.1,12.3,0.0058,2.7,2.0,0.0,Ib
충주,2019,4,8.2,1.8,1.7,11.5,0.0083,2.6,61.0,0.0,Ib
충주,2019,5,8.2,1.8,1.4,10.3,0.0123,1.6,179.0,0.0,Ib
충주,2019,6,8.0,1.7,1.8,7.9,0.0213,1.9,231.0,1.0,II
충주,2019,7,8.2,1.8,2.8,7.6,0.0175,4.1,141.0,2.0,Ib
충주,2019,8,8.3,1.8,1.7,6.7,0.0115,4.0,587.0,0.0,II
충주,2019,9,8.3,2.0,3.5,6.6,0.0148,5.9,691.0,0.0,II
충주,2019,10,8.4,2.2,14.4,6.9,0.0113,19.1,571.0,0.0,III
충주,2019,11,7.9,1.7,3.5,7.7,0.0128,4.3,328.0,1.0,Ib
충주,2019,12,8.2,1.7,1.7,9.5,0.0145,2.6,116.0,0.0,Ib
충주,2020,1,7.9,1.8,0.9,10.6,0.0123,2.0,53.0,2.0,Ib
충주,2020,2,8.1,1.7,1.3,11.8,0.0108,2.3,30.0,0.0,Ib
충주,2020,3,8.0,1.6,1.0,12.2,0.008,1.8,18.0,0.0,Ia
충주,2020,4,7.9,1.7,0.8,12.1,0.0093,1.5,51.0,0.0,Ib
충주,2020,5,7.9,1.7,0.9,10.8,0.0123,0.7,44.0,0.0,Ib
충주,2020,6,8.1,1.6,0.8,10.0,0.0085,1.1,104.0,0.0,Ib
충주,2020,7,8.1,2.0,1.2,8.4,0.0083,1.3,161.0,0.0,Ib
충주,2020,8,8.1,2.4,9.8,9.5,0.0213,2.1,407.0,4.0,III
충주,2020,9,8.2,2.3,4.7,8.2,0.0208,2.5,131.0,1.0,II
충주,2020,10,8.4,2.1,2.9,8.8,0.0153,3.0,281.0,0.0,Ib
충주,2020,11,8.2,1.8,1.7,8.6,0.0148,2.0,82.0,1.0,Ib
충주,2020,12,8.4,1.7,2.2,10.2,0.0125,1.5,566.0,1.0,II
합천,2019,1,7.8,2.3,1.5,9.9,0.01,0.3,133.0,0.0,Ib
합천,2019,2,7.8,2.4,2.4,10.3,0.0063,0.3,150.0,0.0,Ib
합천,2019,3,7.6,2.2,1.5,11.2,0.0073,0.4,81.0,0.0,Ib
합천,2019,4,7.5,2.2,0.9,10.8,0.007,0.3,63.0,0.0,Ib
합천,2019,5,7.5,2.1,2.1,9.3,0.008,0.1,41.0,0.0,Ib
합천,2019,6,7.5,2.2,1.2,8.0,0.0073,0.1,21.0,0.0,Ib
합천,2019,7,8.1,2.3,1.2,7.6,0.006,0.1,183.0,3.0,Ib
합천,2019,8,7.9,2.2,1.2,6.9,0.0207,0.2,153.0,5.0,II
합천,2019,9,7.4,2.4,0.3,5.4,0.009,0.4,229.0,2.0,Ib
합천,2019,10,7.1,2.6,1.6,6.0,0.0343,0.2,211.0,1.0,III
합천,2019,11,7.7,2.4,1.7,6.8,0.009,1.8,233.0,0.0,Ib
합천,2019,12,7.4,2.0,0.7,8.0,0.0097,0.3,121.0,11.0,Ib
합천,2020,1,8.8,2.7,1.0,8.8,0.0083,0.3,271.0,5.0,lb
합천,2020,2,8.1,2.1,1.4,9.0,0.0083,0.2,70.0,8.0,Ib
합천,2020,3,8.3,2.3,1.5,9.0,0.0097,0.2,30.0,5.0,Ib
합천,2020,4,9.0,2.2,1.4,9.3,0.0077,0.2,61.0,3.0,lb
합천,2020,5,9.8,1.8,1.7,8.3,0.0097,0.0,51.0,1.0,la
합천,2020,6,9.3,2.4,1.3,7.0,0.013,0.1,177.0,2.0,lb
합천,2020,7,,,,,,,,,Vl
합천,2020,8,6.6,2.2,3.7,8.6,0.0097,1.9,2.0,1.0,Ib
합천,2020,9,10.3,2.7,1.6,5.3,0.0137,0.6,665.0,64.0,lb
합천,2020,10,10.3,3.8,2.0,5.5,0.0117,0.4,273.0,49.0,ll
합천,2020,11,6.7,2.2,1.0,6.2,0.0097,0.1,453.0,5.0,Ib
합천,2020,12,7.2,2.3,1.1,7.5,0.01,0.5,116.0,3.0,Ib
횡성,2019,1,7.0,2.2,0.9,9.4,0.0067,2.7,2.0,0.0,Ib
횡성,2019,2,,,,,,,,,Vl
횡성,2019,3,6.9,2.0,1.2,10.6,0.0083,2.5,2.0,0.0,Ib
횡성,2019,4,7.4,2.2,1.2,9.5,0.007,2.9,4.0,0.0,Ib
횡성,2019,5,7.3,2.2,1.9,10.7,0.009,3.6,4.0,0.0,Ib
횡성,2019,6,7.7,1.9,1.2,10.3,0.0107,4.6,6.0,0.0,Ib
횡성,2019,7,7.8,2.4,1.2,8.4,0.0087,5.6,4.0,0.0,Ib
횡성,2019,8,7.5,2.4,1.4,8.6,0.0097,6.6,5.0,0.0,Ib
횡성,2019,9,7.6,2.0,1.9,8.3,0.012,6.4,4.0,0.0,Ib
횡성,2019,10,7.4,2.3,2.1,7.8,0.0113,4.0,3.0,0.0,Ib
횡성,2019,11,7.1,2.2,1.4,8.1,0.0103,5.3,3.0,0.0,Ib
횡성,2019,12,7.1,2.1,3.5,8.6,0.008,3.5,1.0,0.0,Ib
횡성,2020,1,7.1,2.2,1.4,9.2,0.012,2.1,2.0,0.0,Ib
횡성,2020,2,7.2,2.0,1.7,9.1,0.011,2.0,2.0,0.0,Ib
횡성,2020,3,7.0,1.9,1.2,10.4,0.0063,6.5,8.0,0.0,Ib
횡성,2020,4,7.3,1.9,1.2,10.0,0.0063,4.4,3.0,0.0,Ib
횡성,2020,5,8.0,2.2,1.8,9.7,0.0083,6.6,8.0,0.0,Ib
횡성,2020,6,8.1,2.3,1.5,8.6,0.0073,3.0,10.0,0.0,Ib
횡성,2020,7,7.7,2.4,1.9,7.7,0.0103,4.3,8.0,0.0,Ib
횡성,2020,8,8.5,1.7,3.3,6.7,0.015,7.8,56.0,1.0,Ib
횡성,2020,9,8.2,2.1,2.6,6.6,0.0163,7.7,24.0,0.0,Ib
횡성,2020,10,9.6,2.3,2.7,8.0,0.02,11.0,25.0,0.0,lb
횡성,2020,11,8.4,1.9,2.9,7.4,0.0173,5.4,22.0,1.0,Ib
횡성,2020,12,8.7,2.1,1.9,10.6,0.0187,7.7,9.0,0.0,lb
군위,2021,1,,,,,,,,,Vl
군위,2021,2,7.5,4.3,3.4,13.0,0.0095,7.3,2.0,0.0,III
군위,2021,3,7.4,4.4,2.4,12.0,0.0082,5.4,120.0,2.0,III
군위,2021,4,7.7,3.8,2.9,10.4,0.0095,3.4,163.0,8.0,II
군위,2021,5,7.6,3.5,1.9,8.3,0.0122,2.0,34.0,2.0,II
군위,2021,6,7.5,3.4,0.7,8.4,0.0098,5.2,5.0,2.0,II
군위,2021,7,7.0,3.4,2.7,7.2,0.0185,9.2,47.0,20.0,II
군위,2021,8,7.2,5.2,4.6,7.0,0.0208,11.5,4.0,2.0,IV
군위,2021,9,7.7,5.3,29.8,4.7,0.077,9.1,428.0,117.0,V
군위,2021,10,7.2,4.3,14.1,3.5,0.0452,3.8,217.0,152.0,IV
군위,2021,11,7.6,4.0,3.6,7.5,0.0242,3.8,438.0,172.0,II
군위,2021,12,8.0,3.8,3.2,10.4,0.0218,2.0,118.0,81.0,II
군위,2022,1,7.1,4.0,4.0,12.2,0.0252,0.1,41.0,10.0,II
군위,2022,2,7.4,4.4,4.7,13.6,0.0092,1.3,6.0,0.0,III
군위,2022,3,7.6,3.6,4.0,12.8,0.0168,0.6,6.0,0.0,II
군위,2022,4,7.5,3.6,4.0,9.4,0.0177,0.5,25.0,1.0,II
군위,2022,5,7.4,3.4,1.5,9.8,0.0088,0.1,5.0,2.0,II
군위,2022,6,7.2,3.7,4.0,6.7,0.0093,0.1,5.0,2.0,II
군위,2022,7,6.8,3.5,4.0,6.1,0.029,0.3,7.0,3.0,II
군위,2022,8,8.1,3.9,9.0,8.3,0.0293,9.2,1339.0,356.0,III
군위,2022,9,8.0,4.1,5.9,7.2,0.0178,2.3,223.0,108.0,III
군위,2022,10,7.58,3.9,2.9,6.2,0.0195,0.2,49.0,123.0,II
군위,2022,11,7.1,4.0,2.8,9.1,0.0135,0.8,58.0,0.0,II
군위,2022,12,7.2,3.8,2.9,11.3,0.0135,1.5,59.0,9.0,II
김천부항,2021,1,7.8,2.2,1.6,10.9,0.0153,3.9,3633.0,373.0,III
김천부항,2021,2,7.9,2.5,5.3,11.9,0.009,12.2,407.0,2.0,III
김천부항,2021,3,7.6,2.5,6.1,12.3,0.0047,15.4,56.0,9.0,III
김천부항,2021,4,7.4,2.3,1.0,10.7,0.0053,6.4,13.0,1.0,Ib
김천부항,2021,5,8.0,2.3,3.1,9.3,0.017,5.2,10.0,2.0,Ib
김천부항,2021,6,7.4,2.3,2.4,7.9,0.0153,6.3,11.0,2.0,Ib
김천부항,2021,7,7.2,2.5,3.8,8.0,0.0253,3.1,717.0,49.0,II
김천부항,2021,8,5.7,2.9,2.7,6.4,0.0247,5.3,24.0,13.0,lb
김천부항,2021,9,6.8,2.7,2.7,7.7,0.0247,12.3,63.0,43.0,II
김천부항,2021,10,7.6,3.4,5.3,8.5,0.0213,14.0,13.0,5.0,III
김천부항,2021,11,7.2,2.3,1.1,6.9,0.02,6.9,77.0,42.0,Ib
김천부항,2021,12,6.2,2.3,1.2,9.0,0.0097,5.4,187.0,36.0,IV
김천부항,2022,1,7.4,2.3,0.8,11.2,0.019,2.2,63.0,2.0,Ib
김천부항,2022,2,7.4,2.3,1.4,12.7,0.0103,7.3,5.0,0.0,Ib
김천부항,2022,3,7.5,2.3,1.2,13.1,0.0053,4.2,4.0,0.0,Ib
김천부항,2022,4,6.9,1.9,1.4,11.8,0.0133,1.9,4.0,0.0,Ib
김천부항,2022,5,7.1,2.9,3.8,10.9,0.011,7.7,9.0,0.0,Ib
김천부항,2022,6,7.4,2.3,1.3,9.7,0.0143,4.9,8.0,1.0,Ib
김천부항,2022,7,6.7,2.4,1.0,9.2,0.0207,4.5,21.0,4.0,II
김천부항,2022,8,7.5,2.4,2.0,7.7,0.0133,5.3,24.0,6.0,Ib
김천부항,2022,9,7.0,2.0,0.8,7.1,0.018,3.3,2267.0,411.0,III
김천부항,2022,10,7.2,2.7,2.4,7.8,0.0247,5.7,1600.0,473.0,III
김천부항,2022,11,7.9,3.2,2.5,8.4,0.0107,9.4,45.0,2.0,II
김천부항,2022,12,7.4,2.6,1.3,8.2,0.018,2.4,70.0,1.0,Ib
남강,2021,1,7.8,2.0,0.6,14.0,0.0089,4.5,1.0,0.0,Ia
남강,2021,2,7.8,1.8,0.4,13.5,0.0043,3.9,1.0,0.0,Ia
남강,2021,3,8.2,1.8,1.6,13.0,0.0056,2.5,1.0,0.0,Ib
남강,2021,4,7.7,1.7,1.2,10.6,0.01,3.2,4.0,2.0,Ib
남강,2021,5,7.6,1.6,2.3,9.8,0.0063,0.9,36.0,0.0,Ib
남강,2021,6,7.8,2.2,2.3,7.2,0.0052,3.7,23.0,0.0,Ib
남강,2021,7,7.0,2.5,8.4,8.3,0.0331,4.7,1041.0,29.0,III
남강,2021,8,7.1,2.6,3.6,6.4,0.0264,4.1,110.0,1.0,II
남강,2021,9,7.6,2.6,4.9,8.4,0.0294,6.4,1193.0,1.0,III
남강,2021,10,7.5,2.3,1.0,7.3,0.0176,2.8,1284.0,1.0,III
남강,2021,11,7.2,2.1,3.5,9.7,0.0154,3.1,2874.0,1.0,III
남강,2021,12,6.6,1.8,2.3,11.4,0.0116,2.8,16.0,0.0,Ib
남강,2022,1,6.1,1.9,1.6,13.1,0.0138,2.7,1.0,0.0,IV
남강,2022,2,6.6,1.6,1.9,14.0,0.0124,2.4,1.0,0.0,Ib
남강,2022,3,6.3,1.8,1.0,13.3,0.008,2.9,10.0,0.0,IV
남강,2022,4,6.7,1.8,1.0,10.4,0.0171,2.7,114.0,15.0,Ib
남강,2022,5,7.0,2.3,2.4,8.3,0.0109,3.6,167.0,1.0,Ib
남강,2022,6,6.9,2.1,2.1,6.4,0.0196,2.5,1143.0,6.0,III
남강,2022,7,7.8,3.1,4.2,7.3,0.0234,4.0,4133.0,1.0,III
남강,2022,8,7.3,2.7,2.4,6.8,0.0259,5.6,1229.0,8.0,III
남강,2022,9,7.4,3.2,7.2,9.0,0.0394,4.4,976.0,20.0,III
남강,2022,10,7.5,3.2,6.7,7.5,0.0154,3.7,4700.0,4.0,III
남강,2022,11,7.1,2.6,2.0,8.1,0.0077,0.8,1169.0,2.0,III
남강,2022,12,7.2,2.4,3.5,10.8,0.0091,1.4,190.0,6.0,Ib
대청,2021,1,8.0,2.2,1.7,12.3,0.0136,2.7,2.0,0.0,Ib
대청,2021,2,7.9,2.4,1.6,13.3,0.0127,5.2,2.0,0.0,Ib
대청,2021,3,7.7,2.3,1.7,12.3,0.0128,3.2,4.0,0.0,Ib
대청,2021,4,7.7,2.1,1.2,11.5,0.0117,1.7,3.0,0.0,Ib
대청,2021,5,8.0,2.2,2.2,8.9,0.0118,4.1,6.0,3.0,Ib
대청,2021,6,8.3,2.2,1.5,7.3,0.0117,2.9,57.0,5.0,Ib
대청,2021,7,8.3,2.5,3.4,5.2,0.0177,8.2,43.0,6.0,Ib
대청,2021,8,8.6,2.9,2.9,4.6,0.0133,7.1,39.0,7.0,lb
대청,2021,9,7.6,2.7,2.5,6.1,0.0204,6.6,49.0,8.0,II
대청,2021,10,7.5,2.5,2.2,6.0,0.0216,5.9,31.0,4.0,II
대청,2021,11,7.3,2.3,2.4,7.6,0.0125,6.1,7.0,2.0,Ib
대청,2021,12,7.3,2.2,1.3,9.1,0.0149,1.9,23.0,4.0,Ib
대청,2022,1,7.4,2.4,1.1,11.0,0.0121,2.2,8.0,1.0,Ib
대청,2022,2,7.3,2.3,1.3,12.0,0.0107,2.0,13.0,0.0,Ib
대청,2022,3,7.5,2.1,1.0,12.7,0.0116,1.5,43.0,0.0,Ib
대청,2022,4,7.5,2.1,1.0,11.7,0.0116,1.6,57.0,0.0,Ib
대청,2022,5,7.8,2.2,1.2,10.2,0.0098,2.1,23.0,5.0,Ib
대청,2022,6,7.9,2.2,1.7,8.4,0.01,4.6,13.0,1.0,Ib
대청,2022,7,7.8,2.2,1.7,6.3,0.0149,5.7,36.0,1.0,Ib
대청,2022,8,7.7,2.3,4.0,5.6,0.0185,4.7,49.0,11.0,Ib
대청,2022,9,7.3,3.1,2.6,5.5,0.0261,8.7,43.0,3.0,II
대청,2022,10,7.7,3.2,4.1,7.5,0.0252,11.0,68.0,9.0,II
대청,2022,11,7.5,2.9,2.1,8.1,0.0131,5.2,14.0,1.0,Ib
대청,2022,12,7.5,2.8,1.4,9.4,0.0132,4.9,10.0,1.0,Ib
밀양,2021,1,6.8,1.5,1.1,10.6,0.0087,1.1,47.0,2.0,Ib
밀양,2021,2,7.0,1.3,4.0,11.7,0.0077,0.9,6.0,0.0,Ib
밀양,2021,3,6.7,1.4,5.3,11.7,0.0112,0.8,73.0,1.0,III
밀양,2021,4,6.6,1.5,3.7,11.0,0.0097,1.5,72.0,4.0,Ib
밀양,2021,5,7.2,1.3,1.4,10.1,0.018,1.2,18.0,3.0,Ib
밀양,2021,6,6.9,1.3,1.4,9.2,0.007,2.0,49.0,15.0,Ib
밀양,2021,7,6.8,1.4,1.5,9.2,0.0093,1.4,84.0,15.0,Ib
밀양,2021,8,7.3,1.6,1.6,8.8,0.0112,1.5,357.0,21.0,Ib
밀양,2021,9,7.0,1.8,1.6,8.1,0.0152,19.0,903.0,13.0,III
밀양,2021,10,7.2,2.1,1.7,8.0,0.0089,1.9,653.0,0.0,II
밀양,2021,11,6.9,1.3,1.4,8.5,0.0099,3.8,178.0,1.0,Ib
밀양,2021,12,7.4,1.3,1.1,9.8,0.0093,3.2,28.0,0.0,Ib
밀양,2022,1,7.4,1.3,1.1,11.0,0.0075,2.1,13.0,1.0,Ib
밀양,2022,2,7.6,1.3,1.7,11.1,0.0087,1.7,11.0,1.0,Ib
밀양,2022,3,7.4,1.3,1.7,11.8,0.0092,1.4,5.0,0.0,Ib
밀양,2022,4,7.3,1.2,1.1,10.9,0.0093,1.9,4.0,0.0,Ib
밀양,2022,5,7.3,1.4,1.5,10.3,0.0105,2.8,4.0,0.0,Ib
밀양,2022,6,7.1,1.4,2.0,10.0,0.0123,1.3,30.0,1.0,Ib
밀양,2022,7,7.4,1.4,5.8,9.1,0.0142,6.7,27.0,1.0,III
밀양,2022,8,7.8,1.5,4.7,7.8,0.0123,1.1,40.0,2.0,Ib
밀양,2022,9,6.8,1.2,0.9,8.4,0.0165,5.5,50.0,1.0,Ib
밀양,2022,10,6.5,1.9,3.5,7.4,0.0175,5.5,37.0,3.0,Ib
밀양,2022,11,6.5,1.5,3.4,8.2,0.0095,1.1,303.0,4.0,Ib
밀양,2022,12,6.3,1.4,2.1,8.8,0.0093,0.9,43.0,2.0,IV
보령,2021,1,7.5,1.3,1.0,11.9,0.0098,4.9,49.0,0.0,Ia
보령,2021,2,7.5,1.3,1.1,12.9,0.0113,2.2,25.0,0.0,Ib
보령,2021,3,7.4,1.5,2.2,12.7,0.0114,1.2,82.0,7.0,Ib
보령,2021,4,7.6,1.3,2.4,11.3,0.0114,8.8,45.0,0.0,Ib
보령,2021,5,7.9,1.4,2.1,10.1,0.0128,10.6,25.0,0.0,II
보령,2021,6,7.5,1.4,5.4,8.7,0.013,4.9,860.0,91.0,III
보령,2021,7,7.4,1.5,3.3,6.7,0.0129,6.3,783.0,32.0,II
보령,2021,8,7.1,1.4,2.3,5.9,0.0098,3.9,315.0,5.0,Ib
보령,2021,9,7.4,1.8,4.4,7.9,0.0151,9.8,358.0,6.0,II
보령,2021,10,7.5,1.6,1.7,7.7,0.0127,2.9,125.0,2.0,Ib
보령,2021,11,7.7,1.6,3.1,9.6,0.0126,6.9,263.0,3.0,Ib
보령,2021,12,7.6,1.6,2.1,11.1,0.0077,6.4,422.0,23.0,Ib
보령,2022,1,7.5,1.4,2.0,12.8,0.0066,4.0,21.0,1.0,Ib
보령,2022,2,8.0,1.6,2.2,13.2,0.0043,6.8,39.0,0.0,Ib
보령,2022,3,7.9,1.7,2.9,12.8,0.0124,4.7,5.0,,la
보령,2022,4,8.2,1.8,3.9,11.3,0.0267,8.5,34.0,0.0,II
보령,2022,5,8.3,1.8,3.0,10.3,0.0166,4.7,76.0,0.0,Ib
